direct_read_sequence,platform,source_url,page_label,review_id,language,review_date,stay_date,rating,bath_rating,room_rating,title,room_or_plan,body_char_count,onsen_related,bath_area_tags,signal_tags,issue_tags,original_keywords_short,short_paraphrase,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
82,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/2.HTML,archive_2,Jalan_13518158,ja,2024/1/15,2023年12月宿泊,5,5,4,安らげる宿,和洋室 【じゃらんスペシャルウィーク】初秋 限定◆大正屋特選牛をメインとした椎葉会席《佐賀厳選食材を愉しむ》,163,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement,温泉;送迎;大正屋,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
83,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/2.HTML,archive_2,Jalan_13504101,ja,2024/1/8,2024年1月宿泊,4,5,4,ゆっくり温泉旅行,和洋室 【直前割◆お部屋おまかせでお得】大正屋特選牛をメインとしたスタンダード椎葉会席プラン,229,yes,room_open_air_bath;room_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement,温泉;露天;露天風呂;大浴場;椎葉山荘;檜風呂;美肌;大正屋,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 객실 내탕/檜風呂 맥락 언급; 객실 노천탕 맥락 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
84,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/2.HTML,archive_2,Jalan_13494342,ja,2024/1/4,2024年1月宿泊,5,4,5,子連れにも優しい宿,和洋室 【令和6年迎春◆早い者勝ち】新年の始まりは嬉野温泉でゆったりと◆椎葉山荘のお正月特別販売プラン,148,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,,温泉;椎葉山荘,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
85,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/2.HTML,archive_2,Jalan_13468798,ja,2023/12/18,2023年12月宿泊,5,5,5,"Nice Osen , good service",和洋室 【じゃらんスペシャルウィーク】秋 限定◆大正屋特選牛をメインとした椎葉会席《佐賀厳選食材を愉しむ》,125,yes,unclear,booking_confusion,sister_property_movement,大正屋,주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
86,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/2.HTML,archive_2,Jalan_13408011,ja,2023/11/14,2023年10月宿泊,4,4,4,静かな山あいの素敵な宿,和洋室 【早期割90】選りすぐりの厳選食材満載◆佐賀牛陶板焼き付プラン《早期予約で2000円引》,83,no,unclear,booking_confusion,,,온천 언급 없는 숙박 경험 리뷰.,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
87,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/2.HTML,archive_2,Jalan_13392470,ja,2023/11/7,2023年11月宿泊,2,2,1,夜に、2階の部屋から芸姑遊びの音が聞こえて残念でした。,和洋室 【西九州新幹線記念×グルメ自慢】当館人気No1◆佐賀牛陶板焼き付プラン《選りすぐりの厳選食材満載》,590,yes,public_bath,public_bath_hot_spring;booking_confusion,aging_or_access,大浴場;椎葉山荘,대욕장/공용탕 이용 경험 언급; 주의 신호: aging_or_access,negative,low_rating_negative_body,high,issue_caution_calibration_needed
88,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/2.HTML,archive_2,Jalan_13383237,ja,2023/11/3,2023年10月宿泊,5,5,5,4世代旅行によかったです！,和洋室 【当館スタンダード】大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,551,yes,public_bath,public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement;temperature;aging_or_access,大正屋,"대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,temperature,aging_or_access",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
89,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/2.HTML,archive_2,Jalan_13367948,ja,2023/10/25,2023年10月宿泊,5,5,5,全て良かった,和洋室 【早期割90】選りすぐりの厳選食材満載◆佐賀牛陶板焼き付プラン《早期予約で2000円引》,194,yes,open_air_public_bath;public_bath,public_bath_hot_spring;water_texture;booking_confusion,temperature,露天;大浴場,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: temperature,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
90,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/2.HTML,archive_2,Jalan_13349210,ja,2023/10/15,2023年10月宿泊,5,5,5,自然の中での非日常を満喫,和洋室 【いつもより贅沢に】大正屋特選牛陶板焼プラン《四季の彩を味わう椎葉会席》,179,yes,open_air_public_bath;public_bath,public_bath_hot_spring;booking_confusion,sister_property_movement;insects,露天;露天風呂;虫;大正屋,"계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 주의 신호: sister_property_movement,insects",mixed,body_positive_and_negative,high,issue_caution_calibration_needed
91,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/2.HTML,archive_2,Jalan_13345527,ja,2023/10/13,2023年10月宿泊,5,5,4,退職の記念日として利用させて頂きました,和洋室 【早期割60】大正屋特選牛陶板焼きプラン《早期予約で1000円引》,323,yes,unclear,booking_confusion,sister_property_movement;temperature,大正屋,"주의 신호: sister_property_movement,temperature",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
92,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/2.HTML,archive_2,Jalan_13317296,ja,2023/9/30,2023年9月宿泊,5,5,5,免許取得のお祝いに,和洋室 【直前割◆お部屋おまかせでお得】大正屋特選牛をメインとしたスタンダード椎葉会席プラン,122,yes,public_bath,public_bath_hot_spring;water_texture;crowding;booking_confusion,sister_property_movement;crowding,混雑;大正屋,"대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,crowding",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
93,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/2.HTML,archive_2,Jalan_13308109,ja,2023/9/25,2023年9月宿泊,4,4,4,悪いところが無い,和洋室 【早期割60】大正屋特選牛陶板焼きプラン《早期予約で1000円引》,91,yes,room_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement,温泉;露天;内風呂;大正屋,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 객실 내탕/檜風呂 맥락 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,body_negative_with_context,high,issue_caution_calibration_needed
94,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/2.HTML,archive_2,Jalan_13292015,ja,2023/9/16,2023年9月宿泊,5,5,5,満足でした,和洋室 【直前割◆お部屋おまかせで食事を豪華に】ワンランク上の口福を◆贅沢に佐賀牛の陶板焼付,82,yes,public_bath,public_bath_hot_spring,,,대욕장/공용탕 이용 경험 언급,positive,body_positive,high,issue_caution_calibration_needed
95,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_13278432,ja,2023/9/8,2023年8月宿泊,5,5,4,自然の中にたたずむ館　静かな休息地　心に優しい宿です。,和洋室 【当館スタンダード】大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,205,yes,facility_wide,water_texture;crowding;booking_confusion,sister_property_movement;crowding,温泉;大正屋,"우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,crowding",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
96,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_13267868,ja,2023/9/2,2023年9月宿泊,4,5,5,部屋のひのき風呂が良い、朝食美味しい,和洋室 【直前割◆お部屋おまかせで食事を豪華に】ワンランク上の口福を◆贅沢に佐賀牛の陶板焼付,144,yes,public_bath,public_bath_hot_spring;water_texture,,,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
97,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_13236673,ja,2023/8/17,2023年8月宿泊,4,4,4,心が落ち着く宿,和洋室 【早期割90】選りすぐりの厳選食材満載◆佐賀牛陶板焼き付プラン《早期予約で2000円引》,68,no,unclear,booking_confusion,,,온천 언급 없는 숙박 경험 리뷰.,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
98,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_13219630,ja,2023/8/10,2023年7月宿泊,5,5,5,最高の女子会,和洋室 【当館スタンダード】大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,352,yes,room_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement,温泉;露天;露天風呂;内風呂;とろとろ;送迎;大正屋,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 객실 내탕/檜風呂 맥락 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
99,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_13219325,ja,2023/8/10,2023年7月宿泊,4,3,4,自然あふれる施設,和洋室 【直前割◆お部屋おまかせで食事を豪華に】ワンランク上の口福を◆贅沢に佐賀牛の陶板焼付,76,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
100,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_13193592,ja,2023/7/25,2023年7月宿泊,5,5,5,夫婦、姉、従姉妹の5人での旅行で利用しました,和洋室 【早期割90】選りすぐりの厳選食材満載◆佐賀牛陶板焼き付プラン《早期予約で2000円引》,893,yes,room_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,insects;aging_or_access,温泉;露天;大浴場;檜風呂;虫,"계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 객실 내탕/檜風呂 맥락 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: insects,aging_or_access",mixed,body_negative_with_context,high,issue_caution_calibration_needed
101,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_13170304,ja,2023/7/11,2023年6月宿泊,4,5,3,温泉三昧の宿,和洋室 【早期割60】大正屋特選牛陶板焼きプラン《早期予約で1000円引》,377,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement;cleanliness,温泉;掃除;大正屋,"대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,cleanliness",mixed,body_negative_with_context,high,issue_caution_calibration_needed
102,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_13143567,ja,2023/6/26,2023年6月宿泊,5,5,5,おもてなしに感謝,和洋室 【当館スタンダード】大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,521,yes,unclear,booking_confusion,sister_property_movement,椎葉山荘;大正屋,주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
103,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_13140770,ja,2023/6/24,2023年6月宿泊,5,5,5,緑に囲まれた癒しの温泉宿,和室 【一泊朝食プラン】観光、一人旅にもオススメ《朝食は自家製とろける温泉湯豆腐付》,256,yes,room_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement,温泉;しいばの湯;山の湯;檜風呂;大正屋,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 객실 내탕/檜風呂 맥락 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
104,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_13114910,ja,2023/6/8,2023年6月宿泊,3,2,2,部屋の窓から蛍をほのぼのと鑑賞することができ、最高でした。,和室 【早期割60】大正屋特選牛陶板焼きプラン《早期予約で1000円引》,161,yes,public_bath,public_bath_hot_spring;booking_confusion,sister_property_movement;cleanliness,清掃;大正屋,"대욕장/공용탕 이용 경험 언급; 주의 신호: sister_property_movement,cleanliness",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
105,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_13108995,ja,2023/6/3,2023年6月宿泊,5,5,5,ホタル,和洋室 【西九州新幹線記念×施設サービス特典付】生ビール中一杯付◆夕食のメインは贅沢に大正屋特選牛の陶板焼き,124,yes,unclear,booking_confusion,sister_property_movement,大正屋,주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
106,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_13082127,ja,2023/5/16,2023年5月宿泊,5,3,5,本当に良かったです!,和洋室 【早期割90】選りすぐりの厳選食材満載◆佐賀牛陶板焼き付プラン《早期予約で2000円引》,77,no,unclear,booking_confusion,,,온천 언급 없는 숙박 경험 리뷰.,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
107,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_13073680,ja,2023/5/10,2023年4月宿泊,5,5,5,毎回ゆっくり休んでいます,和洋室 【当館スタンダード】大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,94,yes,facility_wide,water_texture;booking_confusion,sister_property_movement,温泉;大正屋,우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
108,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_13059003,ja,2023/5/5,2023年5月宿泊,5,5,5,非日常を満喫できる宿,和洋室 【早期割90】選りすぐりの厳選食材満載◆佐賀牛陶板焼き付プラン《早期予約で2000円引》,273,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,,温泉,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
109,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_13016609,ja,2023/4/7,2023年4月宿泊,5,5,4,接客がすばらしかった。でもちょっと不満が・・・。,和洋室 【西九州新幹線記念×グルメ自慢】当館人気No1◆佐賀牛陶板焼き付プラン《選りすぐりの厳選食材満載》,691,yes,room_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture,temperature,温泉;内風呂,대욕장/공용탕 이용 경험 언급; 객실 내탕/檜風呂 맥락 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: temperature,mixed,body_positive_and_negative,high,issue_caution_calibration_needed
110,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_12969813,ja,2023/3/11,2023年3月宿泊,5,5,5,椎葉山荘にて癒されて,和洋室 【西九州新幹線記念×施設サービス特典付】生ビール中一杯付◆夕食のメインは贅沢に大正屋特選牛の陶板焼き,400,yes,open_air_public_bath;public_bath,public_bath_hot_spring;water_texture;crowding;booking_confusion,sister_property_movement;crowding,露天;露天風呂;椎葉山荘;大正屋,"계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,crowding",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
111,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_12946190,ja,2023/2/25,2023年2月宿泊,4,5,4,夫婦旅行,和室 【当館スタンダード】大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,233,yes,room_bath;open_air_public_bath;public_bath,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement,椎葉の湯;山の湯;部屋風呂;大正屋,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 객실 내탕/檜風呂 맥락 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
112,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_12933911,ja,2023/2/18,2023年2月宿泊,5,5,5,さすが、大正屋グループ,和洋室 【当館スタンダード】大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,122,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement,温泉;大正屋,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
113,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_12924640,ja,2023/2/13,2023年2月宿泊,3,5,4,二度目の椎葉山荘,和洋室 【直前割◆お部屋おまかせでお得】大正屋特選牛をメインとしたスタンダード椎葉会席プラン,331,yes,unclear,booking_confusion,sister_property_movement,椎葉山荘;大正屋,주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
114,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_12859692,ja,2023/1/6,2022年11月宿泊,4,4,4,やっぱり、椎葉山荘は安心して泊まれるね,和洋室 【いつもより贅沢に】大正屋特選牛陶板焼プラン《四季の彩を味わう椎葉会席》,210,yes,unclear,booking_confusion,sister_property_movement,椎葉山荘;大正屋,주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
115,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_12833801,ja,2022/12/23,2022年12月宿泊,5,5,4,おじさん３人での友人誕生会。,和洋室 【記念日プラン】大切な日を椎葉山荘で◆ハッピーアニバーサリー◆大正屋特選牛陶板焼《ケーキなど特典付》,379,yes,open_air_public_bath;public_bath,public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement,露天;椎葉山荘;大正屋,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
116,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_12812211,ja,2022/12/12,2022年12月宿泊,5,5,5,今回も御世話になりました,和洋室 【じゃらん秋SALE】５%OFF◆大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,51,yes,unclear,booking_confusion,sister_property_movement,大正屋,주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
117,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_12797485,ja,2022/12/5,2022年11月宿泊,5,5,4,嬉野温泉に行きたい,和洋室 【50歳以上限定】渓流の瀬音と山の静寂に包まれた贅沢な時間を《館内利用券1000円＆生ビール一杯付》,183,yes,open_air_public_bath;public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,,温泉;露天;露天風呂,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
118,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_12796140,ja,2022/12/4,2022年12月宿泊,5,5,5,お気に入りになりました。,和洋室 【大部屋◆最大8名迄OK】5名以上の利用が断然お得◆グループ・三世代旅行にオススメ《メゾネット和洋室》,274,yes,facility_wide,water_texture;crowding;booking_confusion,crowding,温泉;混雑,우레시노 물성/피부감 또는 온천수 언급; 주의 신호: crowding,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
119,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_12783370,ja,2022/11/27,2022年11月宿泊,5,5,5,精練されたお宿で寛ぎました。,和洋室 【当館スタンダード】大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,205,yes,public_bath,public_bath_hot_spring;booking_confusion,sister_property_movement;aging_or_access,大正屋,"대욕장/공용탕 이용 경험 언급; 주의 신호: sister_property_movement,aging_or_access",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
120,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_12759863,ja,2022/11/16,2022年11月宿泊,5,5,5,山際の温泉宿で、嬉野温泉の柔らかいお湯を堪能。,和洋室 【じゃらん夏SALE】５%OFF◆大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,190,yes,open_air_public_bath;public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement,温泉;露天;露天風呂;椎葉の湯;シャトル;大正屋,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
121,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_12754156,ja,2022/11/14,2022年10月宿泊,5,5,5,素晴らしい温泉,和洋室 【じゃらんスペシャルウィーク】初秋限定◆大正屋特選牛をメインとした椎葉会席《佐賀厳選食材を愉しむ》,167,yes,facility_wide,water_texture;booking_confusion,sister_property_movement,温泉;椎葉山荘;大正屋,우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
122,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_12742751,ja,2022/11/8,2022年9月宿泊,5,5,5,癒されたい方には、最高のお宿です。,和室 【じゃらんスペシャルウィーク】夏の５%OFF◆大正屋特選牛をメインとした椎葉会席《佐賀厳選食材を愉しむ》,246,yes,open_air_public_bath;public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement,温泉;露天;露天風呂;大正屋,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
123,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_12733664,ja,2022/11/4,2022年10月宿泊,5,5,5,とても素敵な宿でした,和洋室 【当館スタンダード】大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,263,yes,open_air_public_bath;public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement,温泉;露天;椎葉山荘;大正屋,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
124,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/3.HTML,archive_3,Jalan_12714185,ja,2022/10/25,2022年9月宿泊,5,5,5,今日はゆっくりまったりほっこり,和洋室 【じゃらん夏SALE】５%OFF◆大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,115,yes,unclear,booking_confusion,sister_property_movement,大正屋,주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
125,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/4.HTML,archive_4,Jalan_12617071,ja,2022/9/8,2022年8月宿泊,5,5,5,また訪れたい空間,和洋室 【当館人気No1】ワンランク上の口福を◆佐賀牛陶板焼き付プラン《選りすぐりの厳選食材満載》,140,yes,room_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture,,大浴場;しいばの湯;部屋風呂;美肌,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 객실 내탕/檜風呂 맥락 언급; 우레시노 물성/피부감 또는 온천수 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
126,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/4.HTML,archive_4,Jalan_12613389,ja,2022/9/6,2022年9月宿泊,5,5,5,素敵な景色に癒されました！,和洋室 【西九州新幹線記念×グルメ自慢】当館人気No1◆佐賀牛陶板焼き付プラン《選りすぐりの厳選食材満載》,136,yes,room_open_air_bath;open_air_public_bath;public_bath,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,,露天;露天風呂,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 객실 노천탕 맥락 언급; 우레시노 물성/피부감 또는 온천수 언급,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
127,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/4.HTML,archive_4,Jalan_12600280,ja,2022/8/31,2022年7月宿泊,5,5,4,落ち着いた緑に囲まれた癒しのお宿,和室 【一泊朝食プラン】観光、一人旅にもオススメ《朝食は自家製とろける温泉湯豆腐付》,248,yes,room_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,,温泉;椎葉の湯;山の湯;檜風呂,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 객실 내탕/檜風呂 맥락 언급; 우레시노 물성/피부감 또는 온천수 언급,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
128,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/4.HTML,archive_4,Jalan_12580805,ja,2022/8/22,2022年8月宿泊,5,5,5,今回も満足,和洋室 【いつもより贅沢に】大正屋特選牛陶板焼プラン《四季の彩を味わう椎葉会席》,95,yes,open_air_public_bath;public_bath,public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement,露天;露天風呂;大正屋,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
129,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/4.HTML,archive_4,Jalan_12578066,ja,2022/8/21,2022年8月宿泊,5,5,5,家族だけでゆっくり過ごせました,和洋室 【大部屋◆最大8名迄OK】5名以上の利用が断然お得◆グループ・三世代旅行にオススメ《メゾネット和洋室》,182,yes,room_bath;public_bath,room_bath_hot_spring;public_bath_hot_spring,,内風呂,대욕장/공용탕 이용 경험 언급; 객실 내탕/檜風呂 맥락 언급,positive,body_positive,high,issue_caution_calibration_needed
