kind,queue_rank,slug,name_ja,name_ko_or_en,area_slug,prefecture,type,initial_bath_or_facility_signals,verification_status,source_basis,official_url,google_maps_url,primary_review_or_ota_url,secondary_url,global_url,naver_search_url,visible_review_pool_google,visible_review_pool_primary,visible_review_pool_global,visible_review_pool_korean,required_checks,deep_research_priority,notes,source_files
facility,66,shirahonet-public-openair,白骨温泉 公共野天風呂,Shirahone Public Open-Air Bath,shirahonet,長野県,open_air_public_bath,백탁 노천 공공탕과 계절 운영 후보,needs_official_crosscheck,regional tourism source,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,67,shibu-kyuto-route,渋温泉 九湯めぐり,Shibu Kyu-to Meguri,yudanaka-shibu,長野県,historic_public_bath,숙박자 중심 9외탕 순례와 이용조건 신호,needs_official_crosscheck,regional tourism source,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,68,shibu-oinoyu,渋温泉 大湯,Shibu Oyu,yudanaka-shibu,長野県,historic_public_bath,일부 일반개방 외탕과 고온탕 후보,needs_official_crosscheck,regional tourism source,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,69,yudanaka-kaede-no-yu,湯田中駅前温泉 楓の湯,Kaede no Yu,yudanaka-shibu,長野県,public_bath_facility,역앞 당일온천과 접근성 강한 후보,needs_official_crosscheck,regional tourism source,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,70,misasa-kabuyu,三朝温泉 株湯,Kabuyu,misasa,鳥取県,historic_public_bath,미사사 원천 공동탕과 라듐 온천 신호,needs_official_crosscheck,regional tourism source,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,71,kirishima-sakura-sakura-dayuse,さくらさくら温泉 日帰り入浴,Sakura Sakura Onsen day-use,kirishima,鹿児島県,public_bath_facility,천연 진흙팩 노천탕이라는 체험형 신호,needs_official_crosscheck,regional facility source,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_kyushu_tohoku_facility_seed_v0_5_2026-07-03.csv
facility,72,kirishima-shinyu-onsen,新湯温泉 新燃荘,Shinmoe-so day-use,kirishima,鹿児島県,public_bath_facility,강한 유황천과 비탕형 당일온천 후보,needs_official_crosscheck,regional tourism source,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_kyushu_tohoku_facility_seed_v0_5_2026-07-03.csv
facility,73,noboribetsu-daiichi-dayuse,第一滝本館 日帰り入浴,다이이치 타키모토칸 당일입욕,noboribetsu,北海道,large_day_use_complex,"대형 호텔 온천 당일입욕, 접수시간·요금 확인 필요",needs_official_detail_crosscheck,Noboribetsu tourism day-use page,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_east_facility_seed_v0_3_2026-07-03.csv
facility,74,jozankei-hoheikyo,豊平峡温泉,호헤이쿄온천,jozankei,北海道,open_air_public_bath,"대자연 대노천탕, 조망/접근성/혼잡 신호 후보",needs_review_pool_crosscheck,Jozankei Tourism official day-use page,,,,,,,,,,,review_pool_count_check; accessible_review_text_check; Korean_demand_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_east_facility_seed_v0_3_2026-07-03.csv
facility,75,jozankei-morino-uta-dayuse,定山渓鶴雅リゾートスパ森の謌 日帰り,모리노우타 당일온천,jozankei,北海道,wellness_spa,"스파 리조트형 당일 플랜, 식사세트 요금 신호",needs_review_pool_crosscheck,"Official Mori no Uta, Jozankei Tourism day-use page",,,,,,,,,,,review_pool_count_check; accessible_review_text_check; Korean_demand_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_east_facility_seed_v0_3_2026-07-03.csv
facility,76,noboribetsu-grand-dayuse,登別グランドホテル 日帰り温泉,노보리베쓰 그랜드호텔 당일온천,noboribetsu,北海道,large_day_use_complex,"日帰り 2,000엔, 접수마감/혼잡시 단축 신호, 鬼サウナ",needs_review_pool_crosscheck,Official Noboribetsu Grand hot spring/news pages,,,,,,,,,,,review_pool_count_check; accessible_review_text_check; Korean_demand_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_east_facility_seed_v0_3_2026-07-03.csv
facility,77,yunokawa-tropical-footbath,函館市熱帯植物園足湯,하코다테시 열대식물원 족탕,yunokawa-hakodate,北海道,footbath,"열대식물원 내 원천 족탕, 원숭이 온천 계절성 신호",needs_review_pool_crosscheck,Hakobura and official botanical garden pages,,,,,,,,,,,review_pool_count_check; accessible_review_text_check; Korean_demand_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_east_facility_seed_v0_3_2026-07-03.csv
facility,78,yunokawa-yumeguri-butai,湯の川温泉足湯「湯巡り舞台」,유노카와 족탕 유메구리부타이,yunokawa-hakodate,北海道,footbath,"무료 족탕, 9:00-21:00, 타월 지참 신호",needs_review_pool_crosscheck,Hakodate Yunokawa official spot page,,,,,,,,,,,review_pool_count_check; accessible_review_text_check; Korean_demand_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_east_facility_seed_v0_3_2026-07-03.csv
facility,79,noboribetsu-sagiriyu,登別温泉 さぎり湯,노보리베쓰 사기리유,noboribetsu,北海道,public_bath_facility,"노보리베쓰 공중탕, 유황천/로컬탕 신호 후보",needs_source_crosscheck,regional high-value seed,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_seed_v0_1_2026-07-03.csv;nationwide_tourism_facility_seed_v0_2_2026-07-03.csv;nationwide_east_facility_seed_v0_3_2026-07-03.csv
facility,80,hakodate-yachigashira,谷地頭温泉,야치가시라온천,yunokawa-hakodate,北海道,public_bath_facility,"하코다테 시내 공중온천, 로컬탕/갈색온천 신호 후보",needs_source_crosscheck,Hakobura Hakodate onsen list,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_east_facility_seed_v0_3_2026-07-03.csv
facility,81,ginzan-warashiyu,銀山温泉 和楽足湯,Warashi-yu,ginzan,山形県,footbath,상징 온천가 무료 족욕과 야경 동선 후보,needs_source_crosscheck,regional tourism source,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,82,tamatsukuri-himegami-hiroba,玉造温泉 姫神広場 足湯,Himegami Footbath,tamatsukuri,島根県,footbath,온천가 중심 족욕과 산책 동선 후보,needs_source_crosscheck,regional tourism source,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,83,echigo-yuzawa-komako-no-yu,越後湯沢温泉 駒子の湯,Komako no Yu,echigo-yuzawa,新潟県,public_bath_facility,설국 문학 연계 당일온천 후보,needs_source_crosscheck,regional tourism source,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,84,echigo-yuzawa-ponshukan-sakebath,ぽんしゅ館 酒風呂 湯の沢,Ponshukan Sake Bath,echigo-yuzawa,新潟県,wellness_spa,역내 술목욕 체험과 관광 동선 후보,needs_source_crosscheck,regional tourism source,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,85,echigo-yuzawa-yama-no-yu,越後湯沢温泉 山の湯,Yama no Yu,echigo-yuzawa,新潟県,historic_public_bath,원천 공동탕과 현지 이용 신호,needs_source_crosscheck,regional tourism source,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,86,tsukioka-ashiyu-yuashibi,月岡温泉 足湯 湯足美,Yuashibi Footbath,tsukioka,新潟県,footbath,온천가 중심 무료 족욕과 산책 동선 후보,needs_source_crosscheck,regional tourism source,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,87,wakura-yuttari-park-footbath,和倉温泉 湯っ足りパーク,Wakura Yuttari Park Footbath,wakura,石川県,footbath,바다 전망 족욕과 산책 동선 후보,needs_source_crosscheck,regional tourism source,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,88,misasa-kawara-buro,三朝温泉 河原風呂,Kawara-buro,misasa,鳥取県,open_air_public_bath,강변 노천 공동탕과 이용난이도 후보,needs_source_crosscheck,regional tourism source,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,89,misasa-radium-nettaiki,三朝温泉 ラドン熱気浴,River radon steam experience,misasa,鳥取県,steam_bath_facility,라돈 열기욕 체험과 기대차 후보,needs_source_crosscheck,regional tourism source,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,90,kirishima-hinata-no-yu,日当山温泉郷 家族湯,Hinata-yama family baths,kirishima,鹿児島県,family_private_bath_facility,가족탕 밀집 지역과 프라이빗탕 수요 후보,needs_source_crosscheck,regional tourism source,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_kyushu_tohoku_facility_seed_v0_5_2026-07-03.csv
facility,91,kirishima-maeda-onsen,前田温泉 カジロが湯,Maeda Onsen Kajiroga-yu,kirishima,鹿児島県,public_bath_facility,기리시마 온천시장 인근 당일온천 후보,needs_source_crosscheck,regional tourism source,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_kyushu_tohoku_facility_seed_v0_5_2026-07-03.csv
facility,92,nyuto-yumeguri-cho,乳頭温泉郷 湯めぐり帖,Nyuto Yumeguri Pass,nyuto,秋田県,open_air_bath_route,숙박자 한정 탕순례 패스와 이용 조건 신호,official_checked,Qkamura official yumeguri source,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_kyushu_tohoku_facility_seed_v0_5_2026-07-03.csv
facility,93,shirahama-sakinoyu,崎の湯,사키노유,shirahama,和歌山県,open_air_public_bath,"바다 바로 앞 노천탕, 조망/운영조건 신호 후보",needs_official_crosscheck,Rakuten Top20 area seed,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_seed_v0_1_2026-07-03.csv;nationwide_tourism_facility_seed_v0_2_2026-07-03.csv;nationwide_west_facility_seed_v0_4_2026-07-03.csv
facility,94,kumagaya-hanayuspa,熊谷天然温泉 花湯スパリゾート,구마가야 하나유 스파리조트,saitama-metro,埼玉県,large_day_use_complex,생원천·정원 노천·암반욕/휴게 신호,needs_official_crosscheck,Nifty Onsen 2025 nationwide ranking,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_seed_v0_1_2026-07-03.csv
facility,95,ryusenji-soka-yatsuka,竜泉寺の湯 草加谷塚店,류센지노유 소카야쓰카점,saitama-metro,埼玉県,wellness_spa,"천연온천·탄산천·사우나·휴게공간, Nifty 전국 상위",needs_official_crosscheck,Nifty Onsen 2025 nationwide ranking,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_seed_v0_1_2026-07-03.csv
facility,96,spa-herbs,美楽温泉 SPA-HERBS,미라쿠온천 SPA-HERBS,saitama-metro,埼玉県,wellness_spa,"천연온천+암반욕+식음/휴게 복합시설, Nifty 전국 1위",needs_official_crosscheck,Nifty Onsen 2025 nationwide ranking,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_seed_v0_1_2026-07-03.csv
facility,97,sugito-utano-yu,杉戸天然温泉 雅楽の湯,스기토 우타노유,saitama-metro,埼玉県,large_day_use_complex,"가온/가수 없는 생원천 내탕, 대노천, 식사 신호",needs_official_crosscheck,Nifty Onsen 2025 nationwide ranking,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_seed_v0_1_2026-07-03.csv
facility,98,unazuki-soyu-yumedokoro,宇奈月温泉 総湯 湯めどころ宇奈月,Yumedokoro Unazuki,unazuki,富山県,public_bath_facility,구로베 협곡 동선의 대표 당일온천 후보,needs_official_crosscheck,regional tourism source,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,99,yuda-kitsune-no-ashiato,湯田温泉 狐の足あと,Kitsune no Ashiato,yuda,山口県,footbath,카페형 족욕과 도심 관광 동선 후보,needs_official_crosscheck,regional tourism source,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,100,yubara-sunayu,湯原温泉 砂湯,Sunayu,yubara,岡山県,open_air_public_bath,강변 무료 노천탕과 혼욕 기대차 후보,needs_official_crosscheck,regional tourism source,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_batch_e_v0_6_2026-07-03.csv
