slug,name_ja,source,url,rating,visible_review_count,access_status,directly_read_reviews,onsen_related_direct_reviews,snippet_only_count,bath_signal_keywords,notes
jozankei-chalet-ivy,シャレーアイビー定山渓,Ikkyu,https://www.ikyu.com/00002679/review/,4.61 overall; onsen/bath 4.47,30,web_open_direct_read,20,8,0,お部屋のお風呂; 客室展望風呂; ほぼ室内展望風呂; 大浴場; 水風呂なし; 窓開閉サイズ; 川景色,Ikkyu body page exposed direct reviews. Facility replies and category scores were not counted as direct reviews.
jozankei-chalet-ivy,シャレーアイビー定山渓,Yahoo Travel,https://travel.yahoo.co.jp/00002679/review/,4.61 overall; onsen/bath 4.47,30,web_open_direct_read,20,7,0,温泉; お肌すべすべ; 客室展望風呂; デラックススイート; 大浴場; 食事高評価,Yahoo review surface exposed direct bodies. Some overlap with Ikkyu is possible; direct body count is recorded separately from platform pool.
jozankei-chalet-ivy,シャレーアイビー定山渓,Booking.com,https://www.booking.com/reviews/jp/hotel/chalet-ivy-jozankei.html,not_captured,164,web_open_direct_read,25,5,0,onsen; tranquil; grounds; facilities; deluxe suite; peaceful; hospitality,Booking.com page exposed first-page body sample. Only visible review bodies counted; translation disclaimer and metadata not counted.
jozankei-chalet-ivy,シャレーアイビー定山渓,Trip.com,https://jp.trip.com/hotels/sapporo-hotel-detail-41629389/chalet-ivy-jozenkei/review.html,not_captured,167,web_open_direct_read,20,8,0,温泉; 山林や渓流; 温泉とシャワーが同じ部屋; プライバシー不足; 雪景色; 眺望期待差,Trip.com review page exposed direct bodies. Google/AI translation labels retained as access notes; AI summaries not counted.
jozankei-chalet-ivy,シャレーアイビー定山渓,Expedia,https://www.expedia.com/Sapporo-Hotels-Chalet-Ivy-Jozankei.h37127917.Hotel-Information,9.8/10,101,web_open_direct_read,15,5,0,indoor mineral hot spring; 24-hour public bath; in-room onsen; spa hot spring feed tub; top tier onsen property,"Expedia page exposed verified bodies and property review count. Amenity descriptions kept as official/OTA facility facts, not review bodies."
jozankei-chalet-ivy,シャレーアイビー定山渓,Hotels.com,https://www.hotels.com/ho1189093344/chalet-ivy-jozankei-sapporo-japan/,not_captured,101,web_open_direct_read,8,2,0,private Onsen bath inside the room; spa hot spring feed tub; gorgeous view,Hotels.com exposed a small body sample. Expedia-group overlap noted; body count is only visible rows from this page.
jozankei-chalet-ivy,シャレーアイビー定山渓,Jalan archive,https://www.jalan.net/yad394824/kuchikomi/archive/,not_captured,archive_page,web_open_direct_read,2,1,0,客室温泉; ガラス張り; 客室部路; 食事提供ペース,Jalan archive exposed old body sample only; marked as archive and not treated as current pool size.
jozankei-chalet-ivy,シャレーアイビー定山渓,JTB,https://www.jtb.co.jp/kokunai-hotel/htl/1533021/review/,not_captured,not_captured,web_open_partial_direct_read,5,2,0,源泉掛け流しのお風呂; 客室使い勝手; 個室食; 高級感,"JTB text surface was partially readable. Counted only clearly visible review/comment bodies, not facility recommendation text."
jozankei-chalet-ivy,シャレーアイビー定山渓,Naver/Search Korean web,https://search.naver.com/search.naver?query=%EC%83%AC%EB%A0%88%EC%95%84%EC%9D%B4%EB%B9%84%20%EC%A0%95%EC%82%B0%EA%B3%84%20%EC%98%A8%EC%B2%9C%20%EA%B0%9D%EC%8B%A4%ED%83%95,,,snippet_only,0,0,4,객실탕; 정산계; 프라이빗 온천; 조식/송영,Korean search surface only; no direct blog/cafe body counted.
jozankei-suizantei,定山渓第一寶亭留 翠山亭,Google Maps,https://www.google.com/maps/search/%E5%AE%9A%E5%B1%B1%E6%B8%93%E7%AC%AC%E4%B8%80%E5%AF%B6%E4%BA%AD%E7%95%99%20%E7%BF%A0%E5%B1%B1%E4%BA%AD,4.2,1375,aside_review_tab_read,5,4,6,개인노천탕; 방에서 온천; 공중욕탕 노천탕; 대욕장; 전세탕; 객실 온천; 라운지; 식사 아쉬움,Aside Google Maps review tab opened. Counted only Google-native Korean bodies as direct reviews. Trip.com/Tripadvisor partner cards in the same panel kept as snippet/partner evidence.
jozankei-suizantei,定山渓第一寶亭留 翠山亭,Jalan,https://www.jalan.net/yad319212/kuchikomi/,not_captured,3294,web_open_direct_read,30,19,0,部屋のお風呂; 源泉; 休日湯; 大浴場; 貸切状態; 露天風呂動線; 温泉サウナ; 36時間ステイ,"Jalan page exposed recent direct review bodies. 3,294 is platform pool from Jalan listing/search surface, not direct count."
jozankei-suizantei,定山渓第一寶亭留 翠山亭,Ikkyu,https://www.ikyu.com/00000988/review/,4.33,not_captured,web_open_direct_read,25,16,0,半露天付きの部屋; 部屋風呂; 大浴場; 離れの湯; 源泉掛け流しではない; 風呂の掃除; 窓カビ; 朝の女子風呂シャワー熱い,Ikkyu page exposed direct bodies including low-rating reviews. Category scores and facility replies were not counted.
jozankei-suizantei,定山渓第一寶亭留 翠山亭,Yahoo Travel,https://travel.yahoo.co.jp/00000988/review/,not_captured,not_captured,web_open_direct_read,25,17,0,客室風呂; 温度調整; 広い浴槽; 展望風呂周りの虫; 客室露天風呂; 大浴場; 温泉・お風呂5,Yahoo Travel review page exposed direct bodies. Some Ikkyu/Yahoo overlap possible; body sample counted by visible page only.
jozankei-suizantei,定山渓第一寶亭留 翠山亭,Trip.com,https://www.trip.com/hotels/sapporo-hotel-detail-705279/jyozankei-daiichi-hotel-suizantei/review.html,4.6/5,305,web_open_direct_read,12,8,0,own private onsen; in room/public/paid private onsen; various types of onsen; view bath; free-flow bar; airport bus access,Trip.com direct review page exposed a limited visible body sample. Google-translated labels kept as access notes; AI/summary text not counted.
jozankei-suizantei,定山渓第一寶亭留 翠山亭,JTB,https://www.jtb.co.jp/kokunai-hotel/htl/1533009/review/,not_captured,not_captured,web_open_partial_direct_read,3,2,0,お部屋の露天風呂; 大浴場; ラウンジ; 夕食,"JTB was partially readable through search/opened surface. Counted only clear direct comments, not recommendation snippets."
jozankei-suizantei,定山渓第一寶亭留 翠山亭,Naver/Search Korean web,https://search.naver.com/search.naver?query=%EC%A0%95%EC%82%B0%EA%B3%84%20%EC%8A%A4%EC%9D%B4%EC%9E%94%ED%85%8C%EC%9D%B4%20%ED%9B%84%EA%B8%B0%20%EA%B0%9D%EC%8B%A4%ED%83%95%20%EC%98%A8%EC%B2%9C,,,snippet_only,0,0,8,별탕 예약; 객실탕; 개인탕; 전세탕; 객실 내 개인탕; 대욕장; 온천; 송영버스,Aside Naver search checked. Results mix Jozankei Daiichi Hotel Suizantei and Suizantei Club Jozankei; no stable blog/cafe body was counted as direct review.
tokachigawa-seijakubou,全室源泉かけ流し露天風呂付きの宿 清寂房《十勝川モール温泉》,Rakuten Travel,https://travel.rakuten.co.jp/HOTEL/184142/review.html,not_captured,not_captured,web_open_direct_read,12,9,0,部屋についている露天風呂; 部屋の露天風呂; 大浴場; 温泉; 源泉かけ流し露天風呂付き; 静か; 食事一部残念,Rakuten review page exposed visible bodies. Counted 12 direct bodies conservatively; room-type bath evidence was not inflated into water-texture mentions.
tokachigawa-seijakubou,全室源泉かけ流し露天風呂付きの宿 清寂房《十勝川モール温泉》,Booking.com,https://www.booking.com/reviews/jp/hotel/shi-sheng-chuan-moruwen-quan-qing-ji-fang.ja.html,9.8/10,88,web_open_direct_read,20,14,0,露天風呂付; モール温泉の黒いお湯; 柔らかい; 長時間; 露天風呂サイコー; 温泉; 静か,Booking.com Japanese review page exposed first 20 visible bodies. Direct count is body rows only; translation disclaimer and metadata not counted.
tokachigawa-seijakubou,全室源泉かけ流し露天風呂付きの宿 清寂房《十勝川モール温泉》,Trip.com,https://jp.trip.com/hotels/otofuke-hotel-detail-97396122/tokachigawa-moor-onsen-seijyakubow/,9.8/10,42,web_open_direct_read,8,3,0,プライベート温泉; 全室露天風呂; 温泉は評判が良い; 肌が滑らか; 低評価なし,Trip.com page exposed a limited visible body sample. AI-generated summary and category counts were not counted as direct reviews.
tokachigawa-seijakubou,全室源泉かけ流し露天風呂付きの宿 清寂房《十勝川モール温泉》,Booking.com via Planet of Hotels,https://en.planetofhotels.com/japan/otofuke-hokkaido/tokachigawa-moor-onsen-seijyakubow,9.8/10,88,web_open_direct_read_booking_mirror,10,8,0,wonderful Onsen; outdoor onsen; private onsen; hot spring amazing; Onsen water supreme; room noise near outdoor onsen,"Planet of Hotels mirrors Booking.com traveller ratings. Counted only clearly visible distinct English author bodies not already visible in the Japanese Booking first-page sample; keep as Booking-pool mirror, not a new independent platform."
toyako-lake-suite-konosisu,ザ・レイクスイート湖の栖,Ikkyu,https://www.ikyu.com/00002637/review/,not_captured,not_captured,web_open_direct_read,15,11,0,温泉露天風呂付; 温泉からの景色; 混んでなくて最高; 部屋の温泉の泉質; 大浴場; 雪虫; 食事期待差,Ikkyu review page exposed direct bodies. Category scores and facility replies were not counted. Possible Yahoo-family overlap noted but visible authors/bodies used conservatively.
toyako-lake-suite-konosisu,ザ・レイクスイート湖の栖,Hotels.com,https://jp.hotels.com/ho1067710240/za-reikusuito-huno-qi-zhuang-pie-ri-ben/,not_captured,79 Expedia-group,web_open_direct_read,8,7,0,部屋の露天風呂; 大浴場インフィニティ型露天風呂; 花火; 客室露天風呂; 食事サンパレス移動; 虫; 清掃,Hotels.com Japanese page exposed verified-review body cards. Expedia-group pool is not treated as a separate direct-review count beyond visible bodies.
toyako-lake-suite-konosisu,ザ・レイクスイート湖の栖,Rakuten Travel second wave,https://travel.rakuten.co.jp/HOTEL/172346/review.html,4.48,866,web_open_direct_read,10,8,0,お部屋に温泉; 温泉露天風呂付; 個室温泉; 部屋から花火; 大浴場物足りない; サウナ; 洞爺湖ビュー,Additional Rakuten visible bodies beyond the original baseline. Kept as second-wave source row so baseline platform pool is not confused with direct sample.
noboribetsu-bourou-noguchi,望楼NOGUCHI登別,Google Maps/Hotels,https://www.google.com/maps/search/%E6%9C%9B%E6%A5%BCNOGUCHI%E7%99%BB%E5%88%A5%20Bourou%20NOGUCHI%20Noboribetsu,4.3,750,aside_browser_direct_read,25,16,0,방 노천 욕실; 객실마다 온천수; 욕실내 온천탕; 노천탕; 대욕장; 개별 온천; 유황온천; 프라이빗 온천; 온도 유지; 물때/욕조 배수,Aside Browser opened Google Maps/Hotels review panel. Counted only visible body cards read in the panel; Google visible pool 750 is not treated as direct-read count. Provider cards already sampled on Trip.com/Tripadvisor were treated conservatively in source interpretation.
noboribetsu-bourou-noguchi,望楼NOGUCHI登別,Rakuten Travel,https://travel.rakuten.co.jp/HOTEL/51198/review.html,not_captured,not_captured,direct_fetch_full_read,10,8,0,温泉; 部屋; 大浴場; 客室風呂; 露天; 食事; 経年感,"Static Rakuten review page returned direct readable review text. Counted only visible body rows, not page keyword totals."
noboribetsu-bourou-noguchi,望楼NOGUCHI登別,Booking.com,https://www.booking.com/reviews/jp/hotel/bourou-noguchi-noboribetsu.ja.html,not_captured,not_captured,direct_fetch_full_read,5,3,0,private onsen; public onsen; room huge; food; staff; room bath,Booking.com review page was directly fetched/read. Counted a small visible body sample only.
jozankei-chalet-ivy,シャレーアイビー定山渓,Google Maps/Hotels,https://www.google.com/maps/search/?api=1&query=%E3%82%B7%E3%83%A3%E3%83%AC%E3%83%BC%E3%82%A2%E3%82%A4%E3%83%93%E3%83%BC%E5%AE%9A%E5%B1%B1%E6%B8%93%20Chalet%20Ivy%20Jozankei,4.5,125,aside_browser_direct_read,33,14,0,客室の湯; 공동 욕탕; 방 욕실 문 10cm; 노천탕 아님; 퍼블릭 온센 그물망; 프라이빗 온천; 전 실온천; 대욕장; 객실 내 온천; 온천 마을,Aside Browser opened Google Maps/Hotels reviews panel. Counted Google-posted body cards only. Loaded Trip.com 29 and Tripadvisor 8 provider cards were not added to direct count to avoid overlap with existing OTA samples.
noboribetsu-takinoya,登別温泉郷 滝乃家,Google Maps/Hotels,https://www.google.com/maps/search/?api=1&query=%E7%99%BB%E5%88%A5%E6%B8%A9%E6%B3%89%E9%83%B7%20%E6%BB%9D%E4%B9%83%E5%AE%B6%20Takinoya%20Noboribetsu,4.5,730,aside_browser_direct_read,48,22,0,5층 인피니티탕; 온천욕; 목욕탕 작음; 프라이빗함; 욕장 전세 느낌; 대중 온천; 객실 온천은 온천아님; 대욕장; 5층 노천탕; 개인 노천탕; 유황 온천물; 객실노천,Aside Browser opened Google Maps/Hotels reviews panel. Counted 48 Google-posted readable body cards only. Trip.com 11 and Tripadvisor 11 provider cards were visible but not added to direct count to avoid provider overlap.
noboribetsu-hanayura,旅亭 花ゆら,Google Maps/Hotels,https://www.google.com/maps/place/%E3%83%AA%E3%83%A7%E3%83%86%E3%82%A4+%E3%83%8F%E3%83%8A%E3%83%A6%E3%83%A9,4.4,657,aside_browser_direct_read,54,38,0,개인탕; 개인 온천; 개인노천탕; 객실 안 개인 욕탕; 유황 온천수; 대욕탕; 노천탕; 객실옆 개인 온천; 노천탕 딸린 객실; 온천물; 대중온천; 객실 노천탕; 대욕장,Aside Browser opened Google Maps/Hotels reviews panel. Counted 54 Google-posted readable body cards only. Trip.com 31 and Tripadvisor 5 provider cards were visible but not added to direct count to avoid provider overlap.
yunokawa-heiseikan-hanatsuki,平成館 しおさい亭 別館 花月,Booking.com,https://www.booking.com/reviews/jp/hotel/siosaiting-bie-guan-hua-yue.ja.html,8.7,17 body reviews; 85/95 surfaced in search variants,web_open_direct_read,17,8,0,和室 専用露天風呂付; 海の目の前; お風呂; ラウンジ; サービス; 部屋露天,Booking.com review page exposed 17 visible body reviews. Counted body rows only; page-level score/review total not mixed into direct count.
yunokawa-heiseikan-hanatsuki,平成館 しおさい亭 別館 花月,Trip.com,https://jp.trip.com/hotels/hakodate-hotel-detail-3118049/heiseikan-shiosaitei-hanatsuki-annex/,not_captured,review page visible bodies plus summaries,web_open_direct_read,10,9,0,露天風呂付き和室; private hot spring bath; semi-open-air; ocean view; 客室の露天風呂; 大きな窓; 施設老朽化,"Trip.com direct page exposed body reviews and AI summaries. Counted only visible review-body rows, not aggregate AI summary counts."
yunokawa-heiseikan-hanatsuki,平成館 しおさい亭 別館 花月,Ikkyu,https://www.ikyu.com/00002445/review/,not_captured,not_captured,web_open_direct_read,5,5,0,客室露天風呂; 大浴場; 露天風呂; サウナ; 温泉・お風呂; オーシャンビュー,Ikkyu review page exposed body reviews for Hanatsuki. Counted compact visible body sample only.
yunokawa-heiseikan-hanatsuki,平成館 しおさい亭 別館 花月,Yahoo Travel,https://travel.yahoo.co.jp/00002445/,4.62,10,web_open_direct_read,6,6,0,客室露天が最高; 部屋の露天風呂; 大浴場; 洗い場; 眺望; 花月専用ラウンジ,"Yahoo Travel page exposed direct review bodies; counted visible bodies only. Some Ikkyu/Yahoo overlap possible, noted conservatively."
noboribetsu-grand,祝いの宿 登別グランドホテル,Google Maps,https://www.google.com/maps/search/%E7%A5%9D%E3%81%84%E3%81%AE%E5%AE%BF%20%E7%99%BB%E5%88%A5%E3%82%B0%E3%83%A9%E3%83%B3%E3%83%89%E3%83%9B%E3%83%86%E3%83%AB,4.1,"2,751",aside_google_maps_direct_read,8,4,0,온천 수질; 온천장; 눈쌓인 야외 온천; 작은 노천탕; 당일온천; 노천탕 폭포; 남녀교차; 객실 거미/냄새,Aside Google Maps review tab directly read Google-native Korean bodies only. Trip.com/Tripadvisor provider cards in the same panel were kept out of direct counts.
noboribetsu-daiichi-takimotokan,第一滝本館,Rakuten Travel page 8,https://review.travel.rakuten.co.jp/hotel/voice/30109?page=8,4.56,"3,556",direct_fetch_structured_reviewList_read,20,20,0,温泉; 大浴場; 露天風呂; お湯; 泉質; 湯質; ぬるい; 混雑; 南館/東館 distance,A reinforcement 2026-07-04. Parsed reviewList.data.contents page 8; visible pool not counted as direct.
jozankei-suizantei,定山渓第一寶亭留 翠山亭,Rakuten Travel pages 8-11,https://review.travel.rakuten.co.jp/hotel/voice/875?page=8 ; https://review.travel.rakuten.co.jp/hotel/voice/875?page=9 ; https://review.travel.rakuten.co.jp/hotel/voice/875?page=10 ; https://review.travel.rakuten.co.jp/hotel/voice/875?page=11,4.51,"1,106 current reviewList total; 1,380 prior observed pool",direct_fetch_structured_reviewList_read,80,62,0,部屋温泉; 展望風呂; 檜内風呂; 離れの湯; 貸切露天; 泉質; 源泉掛け流し; 虫; 丸見え/カーテン要望,A reinforcement 2026-07-04. Parsed reviewList.data.contents pages 8-11; visible pool not counted as direct.
yunokawa-heiseikan-shiosaitei,平成館 しおさい亭,Rakuten Travel pages 8-12,https://review.travel.rakuten.co.jp/hotel/voice/37513?page=8 ; https://review.travel.rakuten.co.jp/hotel/voice/37513?page=9 ; https://review.travel.rakuten.co.jp/hotel/voice/37513?page=10 ; https://review.travel.rakuten.co.jp/hotel/voice/37513?page=11 ; https://review.travel.rakuten.co.jp/hotel/voice/37513?page=12,4.18,486 current reviewList total; 659 prior observed pool,direct_fetch_structured_reviewList_read,100,78,0,客室露天風呂; 海側眺望; 7階/4階浴場; 展望風呂; 湯加減; 貸切状態; プランと違う部屋; 温度確認; 脱衣場/アメニティ,A reinforcement 2026-07-04. Parsed main Heiseikan Shiosaitei pages 8-12; visible pool not counted as direct.
yunokawa-nagisatei,湯の川プリンスホテル渚亭,Rakuten Travel pages 8-14,https://review.travel.rakuten.co.jp/hotel/voice/5842?page=8 ; https://review.travel.rakuten.co.jp/hotel/voice/5842?page=9 ; https://review.travel.rakuten.co.jp/hotel/voice/5842?page=10 ; https://review.travel.rakuten.co.jp/hotel/voice/5842?page=11 ; https://review.travel.rakuten.co.jp/hotel/voice/5842?page=12 ; https://review.travel.rakuten.co.jp/hotel/voice/5842?page=13 ; https://review.travel.rakuten.co.jp/hotel/voice/5842?page=14,4.46,"1,849 current reviewList total; 2,265 prior observed pool",direct_fetch_structured_reviewList_read,140,107,0,客室露天風呂; オーシャンビュー; 海; 函館山; 漁火; 大浴場; 好きな時; 何度も入る; 温度設定; 排水口; タオル/マット,A reinforcement 2026-07-04. Parsed Rakuten pages 8-14; visible pool not counted as direct.
noboribetsu-manseikaku,登別万世閣,Rakuten Travel pages 8-15,https://review.travel.rakuten.co.jp/hotel/voice/28637?page=8 ; https://review.travel.rakuten.co.jp/hotel/voice/28637?page=9 ; https://review.travel.rakuten.co.jp/hotel/voice/28637?page=10 ; https://review.travel.rakuten.co.jp/hotel/voice/28637?page=11 ; https://review.travel.rakuten.co.jp/hotel/voice/28637?page=12 ; https://review.travel.rakuten.co.jp/hotel/voice/28637?page=13 ; https://review.travel.rakuten.co.jp/hotel/voice/28637?page=14 ; https://review.travel.rakuten.co.jp/hotel/voice/28637?page=15,4.08,"923 current reviewList total; 1,201 prior observed pool",direct_fetch_structured_reviewList_read,160,127,0,温泉; 大浴場; 露天風呂; サウナ; 源泉水風呂; シャンプーバイキング; 肌ツルツル; ポカポカ; 脱衣所; タオル/籠,A reinforcement 2026-07-04. Parsed Rakuten pages 8-15; visible pool not counted as direct.
noboribetsu-mahoroba,ホテルまほろば,Rakuten Travel pages 8-14,https://review.travel.rakuten.co.jp/hotel/voice/12568?page=8 ; https://review.travel.rakuten.co.jp/hotel/voice/12568?page=9 ; https://review.travel.rakuten.co.jp/hotel/voice/12568?page=10 ; https://review.travel.rakuten.co.jp/hotel/voice/12568?page=11 ; https://review.travel.rakuten.co.jp/hotel/voice/12568?page=12 ; https://review.travel.rakuten.co.jp/hotel/voice/12568?page=13 ; https://review.travel.rakuten.co.jp/hotel/voice/12568?page=14,4.25,"2,070 current reviewList total; 2,661 prior observed pool",direct_fetch_structured_reviewList_read,140,124,0,温泉; 大浴場; 露天風呂; 31湯; 硫黄; 濁り湯; 広い浴場; 子ども/滑り台; 混雑; 表示/入替,A reinforcement 2026-07-04. Parsed reviewList.data.contents pages 8-14; visible pool not counted as direct. Room/plan names used for bath-area context only.
noboribetsu-grand,祝いの宿 登別グランドホテル,Rakuten Travel pages 8-14,https://review.travel.rakuten.co.jp/hotel/voice/39175?page=8 ; https://review.travel.rakuten.co.jp/hotel/voice/39175?page=9 ; https://review.travel.rakuten.co.jp/hotel/voice/39175?page=10 ; https://review.travel.rakuten.co.jp/hotel/voice/39175?page=11 ; https://review.travel.rakuten.co.jp/hotel/voice/39175?page=12 ; https://review.travel.rakuten.co.jp/hotel/voice/39175?page=13 ; https://review.travel.rakuten.co.jp/hotel/voice/39175?page=14,4.28,"2,327 current reviewList total; 2,984 prior observed pool",direct_fetch_structured_reviewList_read,140,109,0,温泉; 大浴場; 鬼サウナ; 露天風呂; 滝; 泉質; 肌つや; 家族風呂; 入替/時間; 混雑,A reinforcement 2026-07-04. Parsed reviewList.data.contents pages 8-14; visible pool not counted as direct. Official artificial-radium room open-air bath remains separated from natural hot-spring signals.
yunokawa-hanabishi,函館・湯の川温泉 花びしホテル,Rakuten Travel pages 8-14,https://review.travel.rakuten.co.jp/hotel/voice/29275?page=8 ; https://review.travel.rakuten.co.jp/hotel/voice/29275?page=9 ; https://review.travel.rakuten.co.jp/hotel/voice/29275?page=10 ; https://review.travel.rakuten.co.jp/hotel/voice/29275?page=11 ; https://review.travel.rakuten.co.jp/hotel/voice/29275?page=12 ; https://review.travel.rakuten.co.jp/hotel/voice/29275?page=13 ; https://review.travel.rakuten.co.jp/hotel/voice/29275?page=14,4.48,"1,300 current reviewList total; 1,713 prior observed pool",direct_fetch_structured_reviewList_read,140,87,0,温泉; 大浴場; 露天風呂; 客室露天風呂; 湯の川; オートロウリュ; 遠い/乗り継ぎ; 団体,A reinforcement 2026-07-04. Parsed reviewList.data.contents pages 8-14; visible pool not counted as direct.
yunokawa-hanabishi,函館・湯の川温泉 花びしホテル,Ikkyu first review page,https://www.ikyu.com/00000765/review/,4.39,134,web_open_direct_read,10,7,0,露天風呂; 大浴場; 温泉; 客室露天風呂; 広いお風呂; 団体/修学旅行; 制限,A reinforcement 2026-07-04. Direct readable Ikkyu review page; stored short paraphrases/keywords only.
noboribetsu-takinoya,登別温泉郷 滝乃家,Rakuten Travel pages 8-14,https://review.travel.rakuten.co.jp/hotel/voice/72815?page=8 ; https://review.travel.rakuten.co.jp/hotel/voice/72815?page=9 ; https://review.travel.rakuten.co.jp/hotel/voice/72815?page=10 ; https://review.travel.rakuten.co.jp/hotel/voice/72815?page=11 ; https://review.travel.rakuten.co.jp/hotel/voice/72815?page=12 ; https://review.travel.rakuten.co.jp/hotel/voice/72815?page=13 ; https://review.travel.rakuten.co.jp/hotel/voice/72815?page=14,4.16,269 current reviewList total; 335 prior observed pool,direct_fetch_structured_reviewList_read,129,79,0,温泉; 露天風呂; 展望風呂; 客室風呂; お湯; 泉質; 白濁; 貸切感; 温度,A reinforcement 2026-07-04. Parsed reviewList.data.contents pages 8-14; visible pool not counted as direct; stored short keywords only.
noboribetsu-takinoya,登別温泉郷 滝乃家,Ikkyu first review page,https://www.ikyu.com/00001424/review/,4.55,103,web_open_direct_read,20,16,0,展望風呂; お湯; 泉質; 露天風呂; 白濁温泉; 客室露天風呂; 大浴場清掃; 源泉かけ流し,A reinforcement 2026-07-04. Direct readable Ikkyu review page; stored short paraphrases/keywords only.
jozankei-grand-blissen,グランドブリッセンホテル定山渓,Rakuten Travel pages 8-14,https://review.travel.rakuten.co.jp/hotel/voice/182458?page=8 ; https://review.travel.rakuten.co.jp/hotel/voice/182458?page=9 ; https://review.travel.rakuten.co.jp/hotel/voice/182458?page=10 ; https://review.travel.rakuten.co.jp/hotel/voice/182458?page=11 ; https://review.travel.rakuten.co.jp/hotel/voice/182458?page=12 ; https://review.travel.rakuten.co.jp/hotel/voice/182458?page=13 ; https://review.travel.rakuten.co.jp/hotel/voice/182458?page=14,4.53,270 current reviewList total; 375 prior observed pool,direct_fetch_structured_reviewList_read,130,82,0,温泉; 温泉展望風呂; 部屋風呂; 大浴場; 露天風呂; 泉質; サウナ; 混雑少ない; 送迎,A reinforcement 2026-07-04. Parsed reviewList.data.contents pages 8-14; visible pool not counted as direct; stored short keywords only.
jozankei-grand-blissen,グランドブリッセンホテル定山渓,Ikkyu/Yahoo Travel direct review pages,https://www.ikyu.com/00002896/review/ ; https://travel.yahoo.co.jp/00002896/review/,Ikkyu/Yahoo direct surface,Ikkyu/Yahoo visible pool not merged,web_open_direct_read,10,8,0,部屋のお風呂; 大浴場; 泉質; 温泉展望風呂; 露天風呂; 塩素臭; 貸切状態,A reinforcement 2026-07-04. Direct readable pages; stored short paraphrases/keywords only.
toyako-lake-suite-konosisu,ザ・レイクスイート湖の栖,Ikkyu/Yahoo Travel review pages p1-p5,https://www.ikyu.com/00002637/review/ ; https://travel.yahoo.co.jp/00002637/review/ ; /p2/ ; /p3/ ; /p4/ ; /p5/,4.32,190 Ikkyu current visible pool; 189 prior observed pool,web_open_direct_read_paginated,140,112,0,温泉露天風呂付; 部屋のお風呂; 客室露天風呂; 大浴場; インフィニティ露天; ぬるめ深湯; サウナ; 低層階眺望; 食事会場移動; 入浴マナー,"A reinforcement 2026-07-04. Direct readable Ikkyu/Yahoo pages p1-p5; Ikkyu and Yahoo share review-origin risk, so platform count was not inflated. Stored short paraphrases/keywords only; visible pool not counted as direct."
noboribetsu-hanayura,旅亭 花ゆら,Ikkyu review page,https://www.ikyu.com/00001501/review/,4.43,41,web_or_local_html_direct_read,41,30,0,お部屋の温泉;露天風呂付和室;泉質;大浴場;系列温泉;水漏れ;眺望,web-open direct readable page; counted Ikkyu surface only and did not add Yahoo Travel mirrored 00001501 page to avoid duplicate inflation.
noboribetsu-hanayura,旅亭 花ゆら,JTB review page,https://www.jtb.co.jp/kokunai-hotel/htl/1558018/review/,89%,132 questionnaire; 20 RRB body reviews,web_or_local_html_direct_read,60,36,0,客室露天風呂;源泉掛け流し;大浴場;硫黄;混雑少ない;部屋眺望,local HTML direct readable; counted 40 visible questionnaire blocks plus 20 hotelReviewList bodies; visible review pool kept separate.
noboribetsu-hanayura,旅亭 花ゆら,Relux review page,https://rlx.jp/22735/review/,92.0,42,web_or_local_html_direct_read,24,10,0,部屋の露天風呂;大浴場;白いお湯;泉質;熱い;温泉付き部屋,local HTML PC review list direct readable; mobile duplicate block excluded.
noboribetsu-hanayura,旅亭 花ゆら,Yahoo Maps reviews via Yahoo Travel,https://travel.yahoo.co.jp/00001501/review/yahoomap/,not_recorded,14,web_or_local_html_direct_read,14,12,0,露天風呂付き和洋室;硫黄の香り;大浴場;空いている;肌ツルツル,web-open direct readable Yahoo Maps review page; kept distinct from Yahoo Travel/Ikkyu accommodation review mirror.
noboribetsu-hanayura,旅亭 花ゆら,Tripadvisor review page,https://www.tripadvisor.jp/Hotel_Review-g325583-d1155426-Reviews-Hanayura-Noboribetsu_Hokkaido.html,4.3,163,web_or_local_html_direct_read,10,7,0,大浴場;硫黄風呂;個室露天風呂;混み合わない;羽根アリ;食事予約混乱,web-open direct readable first review page; counted only visible body cards opened in this pass.
jozankei-chalet-ivy,シャレーアイビー定山渓,Booking.com all-language loaded pages,https://www.booking.com/reviews/jp/hotel/chalet-ivy-jozankei.html,9.5,164 displayed / Korean page 23,aside_browser_direct_read,48,15,0,private onsen;in-room onsen;public bath;room bath;대욕탕;개인온천;온센;계곡뷰,Aside Browser rechecked Booking pagination and filtered duplicate/no-content/rating-only cards. Counted only additional written bodies beyond the earlier first-page sample.
jozankei-chalet-ivy,シャレーアイビー定山渓,Trip.com load-more pages after first20,https://jp.trip.com/hotels/sapporo-hotel-detail-41629389/chalet-ivy-jozenkei/review.html,9.6/10,167,aside_browser_loadmore_direct_read,55,16,0,温泉;室内の温泉;専用温泉;貸切風呂;大浴場;温泉ホテル;プライバシー不足;完全な屋外ではない,Aside Browser loaded Trip.com review batches to 75 visible review-date bodies. Counted only additional bodies after the already-counted first 20; AI/theme counts such as ゆっくりできる温泉(40) were not counted as direct reviews.
