sample_id,platform,provider,review_date,rating,source_url,language,author_hash,lodging_context,onsen_related,bath_area_tags,signal_tags,caution_tags,original_keywords,paraphrase_ko,source_access,included_in_lodging_direct_count,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
enokiya-rakuten_travel-33123465217093,Rakuten Travel,Rakuten Travel,2020-08-16,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,crowding,pet_friendly_context,湯;待ち,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다; 공실 타이밍이나 대기 가능성을 함께 남겼다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123465085976,Rakuten Travel,Rakuten Travel,2020-07-21,4,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,92ff583ee0,lodging_direct,False,,,pet_friendly_context,,숙박 경험 중심 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123464618256,Rakuten Travel,Rakuten Travel,2020-04-20,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123460041174,Rakuten Travel,Rakuten Travel,2020-01-01,4,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,pet_friendly_context,温泉;湯;大浴場,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123463960061,Rakuten Travel,Rakuten Travel,2019-12-23,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,温泉;湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123463224254,Rakuten Travel,Rakuten Travel,2019-08-22,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,private_bath,private_bath_experience,,露天風呂;露天,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다.,direct_readable,True,positive,body_positive,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123462212726,Rakuten Travel,Rakuten Travel,2018-11-08,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,8576b42afe,lodging_direct,True,family_bath,private_bath_experience,,家族風呂;露天風呂;露天;温泉,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다.,direct_readable,True,positive,body_positive,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123458991998,Rakuten Travel,Rakuten Travel,2018-08-19,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,0f2a1a9f87,lodging_direct,True,family_bath,private_bath_experience;temperature,building_age;pet_friendly_context,家族風呂;露天;温泉;湯,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다; 탕 온도나 계절 체감이 언급된다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123470998975,Rakuten Travel,Rakuten Travel,2017-09-28,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,False,,,,,숙박 경험 중심 후기다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123470942971,Rakuten Travel,Rakuten Travel,2017-09-23,4,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,building_age,湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123470329271,Rakuten Travel,Rakuten Travel,2017-06-18,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,1e02f3a9a6,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123468784870,Rakuten Travel,Rakuten Travel,2016-10-11,4,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,8f9dc67e9a,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123468668552,Rakuten Travel,Rakuten Travel,2016-09-10,4,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123468374592,Rakuten Travel,Rakuten Travel,2016-08-05,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,crowding,,温泉;湯;予約;混雑,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다; 공실 타이밍이나 대기 가능성을 함께 남겼다.,direct_readable,True,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123468422214,Rakuten Travel,Rakuten Travel,2016-08-01,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,c5afc4eab6,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123467195856,Rakuten Travel,Rakuten Travel,2015-06-19,4,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,False,,,pet_friendly_context,,숙박 경험 중심 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123466211588,Rakuten Travel,Rakuten Travel,2014-09-01,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,1916dfdb87,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123465681952,Rakuten Travel,Rakuten Travel,2014-06-30,4,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,pet_friendly_context,湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123465282364,Rakuten Travel,Rakuten Travel,2014-04-23,4,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,55028f100b,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,pet_friendly_context,,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123465036789,Rakuten Travel,Rakuten Travel,2014-03-08,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,4efab1ca41,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,room_no_shower_or_small_wet_area;pet_friendly_context,温泉;シャワー,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123464084001,Rakuten Travel,Rakuten Travel,2013-09-02,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,family_bath,private_bath_experience,,家族風呂;湯,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다.,direct_readable,True,positive,body_positive,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123463805688,Rakuten Travel,Rakuten Travel,2013-07-30,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,d289988348,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,pet_friendly_context,,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123463402983,Rakuten Travel,Rakuten Travel,2013-05-27,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,building_age,湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123462967604,Rakuten Travel,Rakuten Travel,2013-02-21,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,private_bath,private_bath_experience,,露天風呂;露天;湯,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다.,direct_readable,True,positive,body_positive,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123459948402,Rakuten Travel,Rakuten Travel,2013-01-04,4,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,private_bath,private_bath_experience,building_age,露天;湯,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123462641280,Rakuten Travel,Rakuten Travel,2012-11-26,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,private_bath,private_bath_experience;temperature,,露天風呂;露天;湯,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다; 탕 온도나 계절 체감이 언급된다.,direct_readable,True,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123462559440,Rakuten Travel,Rakuten Travel,2012-10-30,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,434759d316,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,pet_friendly_context,温泉;湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123462378322,Rakuten Travel,Rakuten Travel,2012-09-16,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,pet_friendly_context,湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123462346471,Rakuten Travel,Rakuten Travel,2012-09-03,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123462300180,Rakuten Travel,Rakuten Travel,2012-08-21,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,False,,,,,숙박 경험 중심 후기다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123462177051,Rakuten Travel,Rakuten Travel,2012-07-15,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,温泉,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123462140246,Rakuten Travel,Rakuten Travel,2012-06-25,4,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,e90afc33d8,lodging_direct,True,private_bath,private_bath_experience,,露天風呂;露天,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다.,direct_readable,True,positive,body_positive,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123462011913,Rakuten Travel,Rakuten Travel,2012-04-01,4,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,temperature,,湯;シャワー,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다; 탕 온도나 계절 체감이 언급된다.,direct_readable,True,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123458956926,Rakuten Travel,Rakuten Travel,2011-09-13,4,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,温泉,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123458621347,Rakuten Travel,Rakuten Travel,2011-07-05,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,湯;予約,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123472281381,Rakuten Travel,Rakuten Travel,2011-04-24,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,False,,,pet_friendly_context,,숙박 경험 중심 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123471614117,Rakuten Travel,Rakuten Travel,2010-12-06,4,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,4c8c8d4548,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123471493358,Rakuten Travel,Rakuten Travel,2010-11-13,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,温泉;湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123471532327,Rakuten Travel,Rakuten Travel,2010-11-08,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,97388d8517,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123471166118,Rakuten Travel,Rakuten Travel,2010-08-29,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,pet_friendly_context,,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123470991393,Rakuten Travel,Rakuten Travel,2010-08-13,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123470727112,Rakuten Travel,Rakuten Travel,2010-07-14,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,63670b8329,lodging_direct,True,private_bath,private_bath_experience,,露天風呂;露天;温泉;湯,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다.,direct_readable,True,positive,body_positive,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123470474846,Rakuten Travel,Rakuten Travel,2010-05-25,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,False,,,stairs_or_access,,숙박 경험 중심 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123470003741,Rakuten Travel,Rakuten Travel,2010-03-20,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,ea85afc253,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123469885525,Rakuten Travel,Rakuten Travel,2010-03-03,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,e33201fd09,lodging_direct,False,,,,,숙박 경험 중심 후기다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123469552273,Rakuten Travel,Rakuten Travel,2010-01-07,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,False,,,,,숙박 경험 중심 후기다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123469158730,Rakuten Travel,Rakuten Travel,2009-11-02,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,bc913401f2,lodging_direct,True,private_bath,private_bath_experience,pet_friendly_context,湯,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,positive,body_positive,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123468314862,Rakuten Travel,Rakuten Travel,2009-06-17,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,water_texture;temperature,room_no_shower_or_small_wet_area;pet_friendly_context,シャワー;ぬるい,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다; 원천·수질 체감 표현이 포함된다; 탕 온도나 계절 체감이 언급된다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,mixed,body_negative_with_context,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123468272628,Rakuten Travel,Rakuten Travel,2009-06-08,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,private_bath,private_bath_experience,,露天風呂;露天,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다.,direct_readable,True,positive,body_positive,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123469642302,Rakuten Travel,Rakuten Travel,2023-06-29,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,False,,,,,숙박 경험 중심 후기다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123469613756,Rakuten Travel,Rakuten Travel,2023-06-28,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,07d8ed222f,lodging_direct,False,,,,,숙박 경험 중심 후기다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123469608019,Rakuten Travel,Rakuten Travel,2023-06-25,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,28510bd68c,lodging_direct,False,,,,,숙박 경험 중심 후기다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123461323841,Rakuten Travel,Rakuten Travel,2022-08-22,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,6103c3fa92,lodging_direct,False,,,,,숙박 경험 중심 후기다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123461007693,Rakuten Travel,Rakuten Travel,2022-05-04,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,dcde622df2,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123460934921,Rakuten Travel,Rakuten Travel,2022-04-08,4,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,温泉,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123460932958,Rakuten Travel,Rakuten Travel,2022-04-06,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,温泉,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123460894290,Rakuten Travel,Rakuten Travel,2022-03-25,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,温泉,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123460665414,Rakuten Travel,Rakuten Travel,2021-11-19,4,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,69b89a4e46,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123466584455,Rakuten Travel,Rakuten Travel,2021-04-03,4,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,7682e9aa03,lodging_direct,False,,,pet_friendly_context,,숙박 경험 중심 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123465982021,Rakuten Travel,Rakuten Travel,2020-11-18,4,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,86e9c76406,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,温泉,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123465966030,Rakuten Travel,Rakuten Travel,2020-11-16,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,False,,,pet_friendly_context,,숙박 경험 중심 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123465685371,Rakuten Travel,Rakuten Travel,2020-10-19,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,False,,,,,숙박 경험 중심 후기다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123465736359,Rakuten Travel,Rakuten Travel,2020-10-14,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,False,,,pet_friendly_context,,숙박 경험 중심 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123465539257,Rakuten Travel,Rakuten Travel,2020-09-21,4,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,6facce212d,lodging_direct,False,,,,,숙박 경험 중심 후기다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123463110784,Rakuten Travel,Rakuten Travel,2019-07-19,4,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,09809c5f54,lodging_direct,False,,,stairs_or_access,,숙박 경험 중심 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123470203984,Rakuten Travel,Rakuten Travel,2017-05-29,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,False,,,,,숙박 경험 중심 후기다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123468395889,Rakuten Travel,Rakuten Travel,2016-08-08,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123461794171,Rakuten Travel,Rakuten Travel,2016-03-28,4,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,9b536ce9ad,lodging_direct,False,,,,,숙박 경험 중심 후기다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123466651031,Rakuten Travel,Rakuten Travel,2014-12-30,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,False,,,,,숙박 경험 중심 후기다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123465003457,Rakuten Travel,Rakuten Travel,2014-02-25,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,c799fa9830,lodging_direct,False,,,,,숙박 경험 중심 후기다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123463663894,Rakuten Travel,Rakuten Travel,2013-06-23,4,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,db1b9737f9,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,pet_friendly_context,湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123459896176,Rakuten Travel,Rakuten Travel,2012-11-30,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,3c0b9f9637,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,温泉,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123462061392,Rakuten Travel,Rakuten Travel,2012-05-04,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,a0b40bf1d8,lodging_direct,False,,,,,숙박 경험 중심 후기다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123471158723,Rakuten Travel,Rakuten Travel,2010-08-27,4,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,False,,,pet_friendly_context,,숙박 경험 중심 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
