direct_read_sequence,platform,source_url,page_label,review_id,language,review_date,stay_date,rating,bath_rating,room_rating,title,room_or_plan,body_char_count,onsen_related,bath_area_tags,signal_tags,issue_tags,original_keywords_short,short_paraphrase,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
57,Jalan,https://www.jalan.net/yad321819/kuchikomi/2.HTML,latest_2,Jalan_latest_2_27,ja,2025/12/22,2025年12月宿泊,5,4,5,嬉野温泉と九州を大満喫出来ました,【Let’s ラーケーション】佐賀の厳選食材を満喫◆佐賀牛陶板焼＆旬菜＆鮮魚など《佐賀牛会席◆食事処》,239,yes,public_bath,public_bath_hot_spring;water_texture,sister_property_movement,お風呂;大浴場;温泉;湯;滝の湯;風呂,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
58,Jalan,https://www.jalan.net/yad321819/kuchikomi/2.HTML,latest_2,Jalan_latest_2_28,ja,2025/12/21,2025年11月宿泊,5,5,5,嬉野温泉のお湯、とても良いです！,【当館人気No1プラン】佐賀の厳選食材を満喫◆佐賀牛陶板焼＆旬菜＆鮮魚など《佐賀牛会席◆食事処》,405,yes,facility_wide,water_texture,aging_or_access;sister_property_movement,姉妹館;温泉;湯;湯めぐり,"우레시노 물성/피부감 언급; 주의 신호: aging_or_access,sister_property_movement",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
59,Jalan,https://www.jalan.net/yad321819/kuchikomi/2.HTML,latest_2,Jalan_latest_2_29,ja,2025/12/13,2025年12月宿泊,5,5,4,家族でゆっくりできました！,【当館人気No1プラン】佐賀の厳選食材を満喫◆佐賀牛陶板焼＆旬菜＆鮮魚など《佐賀牛会席◆食事処》,210,yes,facility_wide,water_texture,,温泉;湯,우레시노 물성/피부감 언급,positive,body_positive,high,issue_caution_calibration_needed
60,Jalan,https://www.jalan.net/yad321819/kuchikomi/2.HTML,latest_2,Jalan_latest_2_30,ja,2025/12/10,2025年12月宿泊,5,5,5,庭の見えるお部屋が素敵,【じゃらんのお得な10日間】20％OFF◆庭園側,116,yes,facility_wide,booking_confusion;water_texture,,お風呂;温泉;風呂,우레시노 물성/피부감 언급,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
61,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_1,ja,2025/12/8,2025年12月宿泊,4,5,4,温泉とティーサロンから見える木々が綺麗,【早割60】佐賀の厳選食材を満喫◆佐賀牛会席が早期予約で2000円引《佐賀牛会席◆食事処》,116,yes,facility_wide,booking_confusion;water_texture,aging_or_access,椎葉山荘;温泉;湯,우레시노 물성/피부감 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
62,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_2,ja,2025/12/8,2025年10月宿泊,5,5,5,三か所のお風呂でくつろげる,【源泉100％かけ流し檜温泉内風呂付◆東館客室】夕食時ワンドリンクサービス《松会席◆食事処》,160,yes,facility_wide,water_texture,sister_property_movement,お風呂;温泉;風呂,우레시노 물성/피부감 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
63,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_3,ja,2025/12/8,2025年10月宿泊,5,5,4,次の予約をしました！,【迷ったらコチラ】生ビール中一杯付プラン《藤会席◆食事処》,88,yes,facility_wide,booking_confusion,,お風呂;風呂,온천 언급 없는 숙박 경험 리뷰.,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
64,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_4,ja,2025/12/3,2025年12月宿泊,4,4,4,料理や従業員さんの接客が最高,【スタンダードプラン】美肌温泉に癒される湯治旅◆郷土の旬菜彩る大正屋特選牛付会席《藤会席◆食事処》,201,yes,open_air_public_bath,public_bath_hot_spring;water_texture,cleanliness,温泉;湯;美肌;露天;露天風呂;風呂,공용 노천탕 경험 언급; 우레시노 물성/피부감 언급; 주의 신호: cleanliness,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
65,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_5,ja,2025/11/21,2025年10月宿泊,4,5,4,温泉が最高,【杉木立の庭園を臨む温泉内風呂付庭園側,184,yes,facility_wide,water_texture,,お風呂;温泉;風呂,우레시노 물성/피부감 언급,positive,body_positive,high,issue_caution_calibration_needed
66,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_6,ja,2025/11/18,2025年11月宿泊,5,5,5,スタッフさんの心遣いに感謝です。,【杉木立の庭園を臨む温泉内風呂付庭園側,226,yes,facility_wide,water_texture,,温泉;風呂,우레시노 물성/피부감 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
67,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_7,ja,2025/11/14,2025年11月宿泊,4,5,4,素晴らしい接客,【源泉100％かけ流し檜温泉内風呂付◆東館客室】夕食時ワンドリンクサービス《松会席◆食事処》,173,yes,facility_wide,water_texture,,温泉;風呂,우레시노 물성/피부감 언급,positive,body_positive,high,issue_caution_calibration_needed
68,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_8,ja,2025/11/12,2025年9月宿泊,4,4,4,夕食,【当館人気No1プラン】佐賀の厳選食材を満喫◆佐賀牛陶板焼＆旬菜＆鮮魚など《佐賀牛会席◆食事処》,58,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
69,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_9,ja,2025/11/11,2025年11月宿泊,5,5,4,接客、温泉、食事すべて良かった,【最高峰客室◆衆芳亭】優雅と静寂が織りなす日本庭園と和空間、匠の技冴える珠玉の会席《食事処◆松会席》,331,yes,open_air_public_bath;public_bath;room_bath,public_bath_hot_spring;room_bath_hot_spring;water_texture,sister_property_movement,とろとろ;大浴場;温泉;湯;部屋風呂;露天;露天風呂;風呂,대욕장/공용탕 이용 경험 언급; 공용 노천탕 경험 언급; 객실탕/객실 노천탕 맥락 언급; 우레시노 물성/피부감 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
70,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_10,ja,2025/11/10,2025年11月宿泊,5,4,4,やっぱりこの宿がいい,【早割60】佐賀の厳選食材を満喫◆佐賀牛会席が早期予約で2000円引《佐賀牛会席◆食事処》,230,yes,facility_wide,booking_confusion;water_texture,,温泉,우레시노 물성/피부감 언급,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
71,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_11,ja,2025/11/7,2025年10月宿泊,5,5,5,最高のおもてなし,【特室◆水昌・菊】眼前に臨む日本庭園と檜内風呂付客室、当館最高級会席を味わう《食事処◆松会席》,239,yes,facility_wide,water_texture,,温泉;湯;風呂,우레시노 물성/피부감 언급,positive,body_positive,high,issue_caution_calibration_needed
72,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_12,ja,2025/11/1,2025年10月宿泊,5,5,5,心使いが暖まる、素敵なお宿,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,555,yes,facility_wide,booking_confusion;water_texture,aging_or_access;sister_property_movement,お風呂;とろとろ;温泉;湯;風呂,"우레시노 물성/피부감 언급; 주의 신호: aging_or_access,sister_property_movement",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
73,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_13,ja,2025/10/29,2025年10月宿泊,4,4,3,夫婦で宿泊,【料理グレードアップ】趣向を凝らした珠玉の逸品◆匠の技が織りなす料理長特選会席《松会席◆食事処》,98,yes,open_air_public_bath,public_bath_hot_spring,sister_property_movement,お風呂;露天;露天風呂;風呂,공용 노천탕 경험 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
74,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_14,ja,2025/10/23,2025年10月宿泊,5,5,5,いつも大満足のお宿,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,72,yes,facility_wide,booking_confusion,,お風呂;風呂,온천 언급 없는 숙박 경험 리뷰.,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
75,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_15,ja,2025/10/20,2025年10月宿泊,5,5,5,最高のおもてなし,【スタンダードプラン】美肌温泉に癒される湯治旅◆郷土の旬菜彩る大正屋特選牛付会席《藤会席◆食事処》,72,yes,facility_wide,water_texture,,温泉;湯;美肌,우레시노 물성/피부감 언급,positive,body_positive,high,issue_caution_calibration_needed
76,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_16,ja,2025/10/18,2025年10月宿泊,3,2,3,部屋内の内風呂に期待するな,【迷ったらコチラ】生ビール中一杯付プラン《藤会席◆食事処》,102,yes,facility_wide,water_texture,aging_or_access;sister_property_movement,椎葉山荘;風呂,"우레시노 물성/피부감 언급; 주의 신호: aging_or_access,sister_property_movement",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
77,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_17,ja,2025/10/14,2025年10月宿泊,5,5,5,ゆっくりできました,【迷ったらコチラ】生ビール中一杯付プラン《藤会席◆食事処》,296,yes,facility_wide,water_texture,sister_property_movement,温泉,우레시노 물성/피부감 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
78,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_18,ja,2025/10/9,2025年10月宿泊,4,4,4,松琴亭に宿泊,【カップル＆夫婦限定3000円引】源泉掛流し露天風呂付客室◆大正屋特選牛付特選会席《食事処◆松会席》,61,yes,open_air_public_bath,public_bath_hot_spring,,露天;露天風呂;風呂,공용 노천탕 경험 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
79,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_19,ja,2025/10/6,2025年10月宿泊,5,4,4,父の還暦のお祝いに3世代で宿泊,【露天風呂付客室◆東館松琴亭】品格、居心地、余韻を感じる特別空間、嬉野の名湯を満喫《食事処◆松会席》,470,yes,open_air_public_bath;public_bath,booking_confusion;public_bath_hot_spring;water_texture,temperature,お風呂;大浴場;湯;露天;露天風呂;風呂,대욕장/공용탕 이용 경험 언급; 공용 노천탕 경험 언급; 우레시노 물성/피부감 언급; 주의 신호: temperature,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
80,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_20,ja,2025/10/3,2025年9月宿泊,5,4,4,京都から帰省した姉の誕生日祝い,【スタンダードプラン】美肌温泉に癒される湯治旅◆郷土の旬菜彩る大正屋特選牛付会席《藤会席◆食事処》,158,yes,open_air_public_bath,public_bath_hot_spring;water_texture,sister_property_movement,椎葉山荘;温泉;湯;美肌;露天;露天風呂;風呂,공용 노천탕 경험 언급; 우레시노 물성/피부감 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
81,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_21,ja,2025/9/29,2025年9月宿泊,5,5,5,3歳と4歳の子連れで,【当館人気No1プラン】佐賀の厳選食材を満喫◆佐賀牛陶板焼＆旬菜＆鮮魚など《佐賀牛会席◆食事処》,141,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
82,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_22,ja,2025/9/28,2025年9月宿泊,5,5,5,接客◎,【当館人気No1プラン】佐賀の厳選食材を満喫◆佐賀牛陶板焼＆旬菜＆鮮魚など《佐賀牛会席◆食事処》,380,yes,public_bath,public_bath_hot_spring;water_texture,,しいばの湯;温泉;湯,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
83,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_23,ja,2025/9/26,2025年9月宿泊,5,5,4,安定感抜群のお宿,【当館人気No1プラン】佐賀の厳選食材を満喫◆佐賀牛陶板焼＆旬菜＆鮮魚など《佐賀牛会席◆食事処》,100,yes,open_air_public_bath,public_bath_hot_spring;water_texture,sister_property_movement,姉妹館;椎葉山荘;湯;露天;露天風呂;風呂,공용 노천탕 경험 언급; 우레시노 물성/피부감 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
84,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_24,ja,2025/9/24,2025年7月宿泊,4,5,5,家族が大好きなお宿です,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,117,yes,facility_wide,booking_confusion;water_texture,sister_property_movement,温泉;湯,우레시노 물성/피부감 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
85,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_25,ja,2025/9/22,2025年9月宿泊,4,5,5,とにかくお風呂がサイコーです！,【杉木立の日本庭園を臨む】温泉内風呂付庭園側,250,yes,facility_wide,water_texture,,お風呂;温泉;湯;風呂,우레시노 물성/피부감 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
86,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_26,ja,2025/9/14,2025年7月宿泊,5,5,5,おもてなし、料理、温泉すべて満足です,【じゃらんスペシャルウィーク】東館客室◆匠の技が紡ぐ珠玉の逸品◆料理長特選会席《松会席◆食事処》,66,yes,facility_wide,water_texture,,温泉,우레시노 물성/피부감 언급,positive,body_positive,high,issue_caution_calibration_needed
87,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_27,ja,2025/9/13,2025年9月宿泊,5,5,5,おもてなしの真髄,【源泉100％かけ流し檜温泉内風呂付◆東館客室】夕食時ワンドリンクサービス《松会席◆食事処》,197,yes,public_bath,public_bath_hot_spring;water_texture,,四季の湯;椎葉山荘;温泉;湯;滝の湯;風呂,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
88,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_28,ja,2025/9/13,2025年8月宿泊,4,4,4,飾られているお花がステキです,【杉木立の庭園を臨む温泉内風呂付庭園側,79,yes,facility_wide,water_texture,,温泉;風呂,우레시노 물성/피부감 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
89,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_29,ja,2025/9/7,2025年8月宿泊,3,3,4,期待していて残念,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,200,no,unclear,booking_confusion,cleanliness,,주의 신호: cleanliness / 2026-07-06 재검증: 온천 관련 직접 리뷰 수에서는 제외,mixed,body_negative_with_context,high,issue_caution_calibration_needed
90,Jalan,https://www.jalan.net/yad321819/kuchikomi/3.HTML,latest_3,Jalan_latest_3_30,ja,2025/9/5,2025年8月宿泊,5,5,5,老舗の旅館,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,160,yes,unclear,booking_confusion,,,온천 언급 없는 숙박 경험 리뷰.,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
91,Jalan,https://www.jalan.net/yad321819/kuchikomi/4.HTML,latest_4,Jalan_latest_4_1,ja,2025/8/29,2025年8月宿泊,5,4,5,また、必ず泊まりに行きたいねと言いながら帰れる宿。,【じゃらんのお得な10日間】30％OFF◆東館客室◆匠の技が紡ぐ料理長特選会席《松会席◆食事処》,267,yes,public_bath,public_bath_hot_spring;water_texture,,湯;滝の湯,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 언급,positive,body_positive,high,issue_caution_calibration_needed
92,Jalan,https://www.jalan.net/yad321819/kuchikomi/4.HTML,latest_4,Jalan_latest_4_2,ja,2025/8/22,2025年6月宿泊,5,5,5,名物の温泉湯豆腐がおいしい、,【じゃらんのお得な10日間】30％OFF◆東館客室◆匠の技が紡ぐ料理長特選会席《松会席◆食事処》,283,yes,open_air_public_bath;public_bath,public_bath_hot_spring;water_texture,,四季の湯;椎葉山荘;温泉;湯;滝の湯;露天;露天風呂;風呂,대욕장/공용탕 이용 경험 언급; 공용 노천탕 경험 언급; 우레시노 물성/피부감 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
93,Jalan,https://www.jalan.net/yad321819/kuchikomi/4.HTML,latest_4,Jalan_latest_4_3,ja,2025/8/20,2025年8月宿泊,5,5,5,とても素敵な温泉旅館！,【スタンダードプラン】美肌温泉に癒される湯治旅◆郷土の旬菜彩る大正屋特選牛付会席《藤会席◆食事処》,306,yes,facility_wide,water_texture,,お風呂;温泉;湯;美肌;風呂,우레시노 물성/피부감 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
94,Jalan,https://www.jalan.net/yad321819/kuchikomi/4.HTML,latest_4,Jalan_latest_4_4,ja,2025/8/19,2025年8月宿泊,5,5,5,接客が素晴らしかった,【カップル＆夫婦限定3000円引】源泉掛流し露天風呂付客室◆大正屋特選牛付特選会席《食事処◆松会席》,307,yes,open_air_public_bath;public_bath,public_bath_hot_spring;water_texture,cleanliness,大浴場;泉質;温泉;湯;露天;露天風呂;風呂,대욕장/공용탕 이용 경험 언급; 공용 노천탕 경험 언급; 우레시노 물성/피부감 언급; 주의 신호: cleanliness,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
95,Jalan,https://www.jalan.net/yad321819/kuchikomi/4.HTML,latest_4,Jalan_latest_4_5,ja,2025/8/19,2025年8月宿泊,4,5,4,子連れでお世話になりました,【当館人気No1プラン】佐賀の厳選食材を満喫◆佐賀牛陶板焼＆旬菜＆鮮魚など《佐賀牛会席◆食事処》,180,yes,facility_wide,water_texture,sister_property_movement,温泉;湯;美肌,우레시노 물성/피부감 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
96,Jalan,https://www.jalan.net/yad321819/kuchikomi/4.HTML,latest_4,Jalan_latest_4_6,ja,2025/8/15,2025年8月宿泊,2,1,2,温泉宿なのにお風呂が残念,【スタンダードプラン】美肌温泉に癒される湯治旅◆郷土の旬菜彩る大正屋特選牛付会席《藤会席◆食事処》,98,yes,open_air_public_bath,public_bath_hot_spring;water_texture,aging_or_access;temperature,お風呂;サウナ;温泉;湯;美肌;露天;露天風呂;風呂,"공용 노천탕 경험 언급; 우레시노 물성/피부감 언급; 주의 신호: aging_or_access,temperature",negative,low_rating_negative_body,high,issue_caution_calibration_needed
97,Jalan,https://www.jalan.net/yad321819/kuchikomi/4.HTML,latest_4,Jalan_latest_4_7,ja,2025/8/9,2025年8月宿泊,5,5,5,嬉野の温泉水は最高です,【スタンダードプラン】美肌温泉に癒される湯治旅◆郷土の旬菜彩る大正屋特選牛付会席《藤会席◆食事処》,325,yes,public_bath,public_bath_hot_spring;water_texture,aging_or_access,四季の湯;椎葉山荘;温泉;湯;滝の湯;美人の湯;美肌;風呂,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
98,Jalan,https://www.jalan.net/yad321819/kuchikomi/4.HTML,latest_4,Jalan_latest_4_8,ja,2025/8/8,2025年8月宿泊,5,5,5,スタッフも優しさ、おもてなしに感動,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,532,yes,public_bath,booking_confusion;public_bath_hot_spring;water_texture,,お風呂;四季の湯;温泉;湯;滝の湯;風呂,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 언급,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
99,Jalan,https://www.jalan.net/yad321819/kuchikomi/4.HTML,latest_4,Jalan_latest_4_9,ja,2025/8/6,2025年6月宿泊,5,5,5,とにかく全部が◎,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,62,yes,unclear,booking_confusion,,,온천 언급 없는 숙박 경험 리뷰.,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
100,Jalan,https://www.jalan.net/yad321819/kuchikomi/4.HTML,latest_4,Jalan_latest_4_10,ja,2025/8/3,2025年8月宿泊,5,5,5,おもてなし最高で、温泉も夕食も満足,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,377,yes,facility_wide,booking_confusion;water_texture,,温泉,우레시노 물성/피부감 언급,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
101,Jalan,https://www.jalan.net/yad321819/kuchikomi/4.HTML,latest_4,Jalan_latest_4_11,ja,2025/7/23,2025年7月宿泊,5,5,5,遠くてもまた行きたい！家族みんなが笑顔になれる温泉宿でした♪,【当館人気No1プラン】佐賀の厳選食材を満喫◆佐賀牛陶板焼＆旬菜＆鮮魚など《佐賀牛会席◆食事処》,430,yes,public_bath;room_bath,public_bath_hot_spring;room_bath_hot_spring;water_texture,,しいばの湯;大浴場;温泉;湯;部屋風呂;風呂,대욕장/공용탕 이용 경험 언급; 객실탕/객실 노천탕 맥락 언급; 우레시노 물성/피부감 언급,positive,body_positive,high,issue_caution_calibration_needed
102,Jalan,https://www.jalan.net/yad321819/kuchikomi/4.HTML,latest_4,Jalan_latest_4_12,ja,2025/7/21,2025年7月宿泊,4,4,4,楽しい思い出になりました！,【杉木立の日本庭園を臨む】温泉内風呂付庭園側,140,yes,facility_wide,water_texture,,温泉;湯;風呂,우레시노 물성/피부감 언급,positive,body_positive,high,issue_caution_calibration_needed
103,Jalan,https://www.jalan.net/yad321819/kuchikomi/4.HTML,latest_4,Jalan_latest_4_13,ja,2025/7/21,2025年7月宿泊,4,4,4,さすが嬉野美人の湯、温泉の湯質がとても良いです！,【杉木立の日本庭園を臨む】温泉内風呂付庭園側,137,yes,facility_wide,water_texture,,温泉;湯;美人の湯;風呂,우레시노 물성/피부감 언급,positive,body_positive,high,issue_caution_calibration_needed
104,Jalan,https://www.jalan.net/yad321819/kuchikomi/4.HTML,latest_4,Jalan_latest_4_14,ja,2025/7/21,2025年7月宿泊,4,4,4,家族旅行で利用しました！,【杉木立の日本庭園を臨む】温泉内風呂付庭園側,99,yes,facility_wide,water_texture,,温泉;湯;風呂,우레시노 물성/피부감 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
105,Jalan,https://www.jalan.net/yad321819/kuchikomi/4.HTML,latest_4,Jalan_latest_4_15,ja,2025/7/21,2025年7月宿泊,4,4,4,父母の金婚式のお祝いで利用しました！,【杉木立の日本庭園を臨む】温泉内風呂付庭園側,120,yes,facility_wide,water_texture,,温泉;湯;風呂,우레시노 물성/피부감 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
106,Jalan,https://www.jalan.net/yad321819/kuchikomi/4.HTML,latest_4,Jalan_latest_4_16,ja,2025/7/16,2025年7月宿泊,4,5,4,3種類の温泉に入れます,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,135,yes,open_air_public_bath,booking_confusion;public_bath_hot_spring;water_texture,sister_property_movement,温泉;露天;露天風呂;風呂,공용 노천탕 경험 언급; 우레시노 물성/피부감 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
107,Jalan,https://www.jalan.net/yad321819/kuchikomi/4.HTML,latest_4,Jalan_latest_4_17,ja,2025/7/15,2025年7月宿泊,5,5,3,心に残るおもてなし。,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,158,no,unclear,booking_confusion,sister_property_movement,,주의 신호: sister_property_movement / 2026-07-06 재검증: 온천 관련 직접 리뷰 수에서는 제외,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
108,Jalan,https://www.jalan.net/yad321819/kuchikomi/4.HTML,latest_4,Jalan_latest_4_18,ja,2025/7/15,2025年6月宿泊,5,5,4,歴史を感じる宿,【料理グレードアップ】趣向を凝らした珠玉の逸品◆匠の技が織りなす料理長特選会席《松会席◆食事処》,74,yes,public_bath,public_bath_hot_spring;water_texture,,しいばの湯;湯,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
109,Jalan,https://www.jalan.net/yad321819/kuchikomi/4.HTML,latest_4,Jalan_latest_4_19,ja,2025/7/12,2025年7月宿泊,5,4,4,料理大満足,【じゃらんのお得な10日間】5％OFF◆料理グレードアップ◆匠の技が紡ぐ料理長特選会席《松会席◆食事処》,218,yes,facility_wide,water_texture,,温泉,우레시노 물성/피부감 언급,positive,body_positive,high,issue_caution_calibration_needed
110,Jalan,https://www.jalan.net/yad321819/kuchikomi/4.HTML,latest_4,Jalan_latest_4_20,ja,2025/7/11,2025年7月宿泊,5,5,4,老舗感あふれる庶民的で過ごしやすいホテルです,【じゃらんのお得な10日間】5％OFF◆料理グレードアップ◆匠の技が紡ぐ料理長特選会席《松会席◆食事処》,308,yes,public_bath,public_bath_hot_spring;water_texture,sister_property_movement,四季の湯;椎葉山荘;温泉;湯;滝の湯,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
111,Jalan,https://www.jalan.net/yad321819/kuchikomi/4.HTML,latest_4,Jalan_latest_4_21,ja,2025/7/9,2025年7月宿泊,5,4,4,仲居さんの対応が最高でした。,【じゃらんスペシャルウィーク】料理グレードアップ◆匠の技が紡ぐ料理長特選会席《松会席◆食事処》,292,yes,facility_wide,water_texture,aging_or_access,お風呂;風呂,우레시노 물성/피부감 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
112,Jalan,https://www.jalan.net/yad321819/kuchikomi/4.HTML,latest_4,Jalan_latest_4_22,ja,2025/7/3,2025年7月宿泊,5,4,5,お肉が。,【じゃらんのお得な10日間】30％OFF◆東館客室◆匠の技が紡ぐ料理長特選会席《松会席◆食事処》,92,yes,facility_wide,water_texture,,お風呂;温泉;湯;風呂,우레시노 물성/피부감 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
113,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_1,ja,2025/6/28,2025年6月宿泊,5,5,5,夏メニューになったのでまた松会席をいただきました,【杉木立の庭園を臨む温泉内風呂付庭園側,190,yes,facility_wide,water_texture,,お風呂;温泉;風呂,우레시노 물성/피부감 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
