direct_read_sequence,platform,source_url,page_label,review_id,language,review_date,stay_date,rating,bath_rating,room_rating,title,room_or_plan,body_char_count,onsen_related,bath_area_tags,signal_tags,issue_tags,original_keywords_short,short_paraphrase,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
81,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15209019,ja,2026/4/7,2026年4月宿泊,4,4,3,同窓会旅行で利用,和室 【じゃらんのお得な10日間】夕食19：30限定ワンランク上の贅沢/きたの茶園×瀬頭酒造×利休コラボ懐石,73,yes,unclear,booking_confusion,,古い,온천 언급 없는 숙박 경험 리뷰.,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
82,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15206839,ja,2026/4/6,2026年4月宿泊,4,5,4,温泉に入って一服,和室 【じゃらんのお得な10日間】夕食19：30限定/ワンランク上の贅沢/温泉湯豆腐と佐賀牛・若楠豚しゃぶしゃぶ,93,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,,温泉;サウナ,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
83,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15196824,ja,2026/4/1,2026年2月宿泊,3,3,4,夕食とても美味しく個室の雰囲気も良い,ツイン 【夕食19：30お約束】ワンランク上の贅沢/想～和敬静寂～きたの茶園×瀬頭酒造×利休コラボ懐石個室食,212,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,operation_recheck;aging_or_access,温泉;大浴場,"대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,aging_or_access",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
84,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15195369,ja,2026/3/31,2026年3月宿泊,5,5,5,温泉が気持ちよかった,和室 【じゃらんスペシャルウィーク】夕食17：30限定ワンランク上の贅沢/温泉湯豆腐＆佐賀牛若楠豚しゃぶしゃぶ,93,yes,room_open_air_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture,temperature,温泉;露天;露天風呂;露天風呂付,객실 노천탕 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: temperature,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
85,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15191449,ja,2026/3/30,2026年3月宿泊,5,5,5,最高のおもてなし,和室 【夕食17：30お約束】ワンランク上の贅沢/人気No.1！温泉湯豆腐と特選佐賀牛・若楠豚しゃぶしゃぶプラン,62,yes,open_air_public_bath;public_bath;facility_wide,public_bath_hot_spring;water_texture,,温泉;露天;露天風呂,공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
86,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15190119,ja,2026/3/29,2026年3月宿泊,5,5,5,最高でした！,和室 【じゃらんのお得な10日間】【1泊朝食付】和洋ビュッフェでモーニング！ファミリーにおすすめ1泊朝食付,186,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,positive,body_positive,high,issue_caution_calibration_needed
87,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15189687,ja,2026/3/29,2026年3月宿泊,4,4,3,食事が美味しかった,和室 【じゃらんスペシャルウィーク】きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,142,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,,広い,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
88,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15188910,ja,2026/3/29,2026年3月宿泊,4,5,4,温泉最高でした。流石！！三大美肌の湯！！,和室 【1泊朝食付】和洋ビュッフェでモーニング！グループやお子様連れのファミリーにおすすめ！,62,yes,facility_wide,water_texture,,温泉;美肌,우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
89,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15186729,ja,2026/3/28,2026年1月宿泊,5,5,5,温泉街が近い,和室 【夕食17：30お約束】はじめての方におすすめ！温泉湯豆腐＆佐賀牛+若楠豚のしゃぶしゃぶプラン,59,yes,facility_wide,water_texture,,温泉,우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
90,Jalan,https://www.jalan.net/yad322946/kuchikomi/3.HTML,latest_3,Jalan_15182831,ja,2026/3/26,2026年3月宿泊,5,5,5,子連れもおすすめ,和室 【朝夕お部屋食】水明荘/当館最高級のおもてなし数奇屋造りの別邸で過ごす至福のひととき特別懐石プラン,126,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
91,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15182808,ja,2026/3/26,2026年3月宿泊,5,5,3,食事が大満足,和室 【朝夕お部屋食】水明荘/当館最高級のおもてなし数奇屋造りの別邸で過ごす至福のひととき特別懐石プラン,61,yes,public_bath,public_bath_hot_spring,,,대욕장/공용탕/사우나 맥락 언급,positive,body_positive,high,issue_caution_calibration_needed
92,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15182798,ja,2026/3/26,2026年3月宿泊,5,5,5,ご褒美旅行にオススメ,和室 【朝夕お部屋食】水明荘/当館最高級のおもてなし数奇屋造りの別邸で過ごす至福のひととき特別懐石プラン,121,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
93,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15176531,ja,2026/3/23,2026年3月宿泊,5,5,4,会社の慰安旅行で利用,和室 【夕食19：30お約束】ワンランク上の贅沢/想～和敬静寂～きたの茶園×瀬頭酒造×利休コラボ懐石個室食,113,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,operation_recheck,温泉;サウナ;日帰り,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
94,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15174572,ja,2026/3/22,2026年3月宿泊,5,5,5,素敵な時間を過ごせました,和室 【じゃらんのお得な10日間】夕食17：30お約束/ワンランク上の贅沢～きたの茶園×瀬頭酒造×利休コラボ懐石,293,yes,room_open_air_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,operation_recheck,露天;露天風呂,객실 노천탕 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
95,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15166025,ja,2026/3/18,2026年2月宿泊,5,5,5,最高のお部屋,和室 【じゃらんのお得な10日間】和洋ビュッフェでモーニング！グループやファミリーにおすすめ！1泊朝食付,115,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,operation_recheck,温泉,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
96,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15159999,ja,2026/3/16,2026年3月宿泊,4,4,4,いい湯を楽しみに,和室 【朝夕お部屋食】水明荘/当館最高級のおもてなし数奇屋造りの別邸で過ごす至福のひととき特別懐石プラン,213,yes,room_bath;public_bath,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,operation_recheck,大浴場;古い,객실 내탕/내풍呂 맥락 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
97,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15147775,ja,2026/3/10,2026年3月宿泊,3,2,3,タワー館の眺めが良かった,ツイン 【じゃらんスペシャルウィーク】夕食17：30限定ワンランク上の贅沢/温泉湯豆腐＆佐賀牛若楠豚しゃぶしゃぶ,75,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,,温泉;広い,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
98,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15147014,ja,2026/3/10,2026年2月宿泊,4,5,4,子連れ旅行,和室 【1泊朝食付】和洋ビュッフェでモーニング！グループやお子様連れのファミリーにおすすめ！,141,yes,public_bath,public_bath_hot_spring,,,대욕장/공용탕/사우나 맥락 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
99,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15139716,ja,2026/3/7,2026年1月宿泊,3,3,3,若者向けの宿,和室 【ワンランク上の贅沢】人気No.1！温泉湯豆腐スープで味わう特選佐賀牛＆厳選若楠豚しゃぶしゃぶプラン,88,yes,facility_wide,water_texture,aging_or_access,温泉,우레시노 물성/미인탕/원천 신호 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
100,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15130162,ja,2026/3/3,2026年3月宿泊,4,5,3,温泉と料理に満足,和室 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢/人気No.1温泉湯豆腐佐賀牛しゃぶしゃぶプラン,105,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,,温泉,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
101,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15115055,ja,2026/2/24,2026年2月宿泊,4,4,3,料理に大満足！,和室 【じゃらんのお得な10日間】夕食19：30お約束/ワンランク上の贅沢～きたの茶園×瀬頭酒造×利休コラボ懐石,185,yes,facility_wide,water_texture,,温泉,우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
102,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15114414,ja,2026/2/24,2026年2月宿泊,4,4,4,さすが嬉野温泉,和室 【じゃらんスペシャルウィーク】和洋ビュッフェ付グループやファミリーにおすすめ！1泊朝食プラン,399,yes,open_air_public_bath;public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,operation_recheck;aging_or_access,温泉;露天;露天風呂;源泉;とろとろ;すべすべ;広い,"공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,aging_or_access",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
103,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15096458,ja,2026/2/16,2026年2月宿泊,5,4,5,利休の朝夕食がとても美味しいです。,和室 【じゃらんのお得な10日間】夕食19：30お約束/ワンランク上の贅沢～きたの茶園×瀬頭酒造×利休コラボ懐石,175,yes,room_bath;public_bath,room_bath_hot_spring;public_bath_hot_spring;water_texture,cleanliness,部屋風呂,객실 내탕/내풍呂 맥락 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: cleanliness,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
104,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15094506,ja,2026/2/15,2026年2月宿泊,3,5,2,温泉はとてもよかったが,和室 【じゃらんのお得な10日間】和洋ビュッフェでモーニング！グループやファミリーにおすすめ！1泊朝食付,252,yes,open_air_public_bath;public_bath;facility_wide,public_bath_hot_spring;water_texture;crowding;booking_confusion,operation_recheck;cleanliness;crowding,温泉;露天;露天風呂;大浴場;混雑,"공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,cleanliness,crowding",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
105,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15094472,ja,2026/2/15,2026年2月宿泊,4,5,4,お風呂と夕食が最高でした,和室 【じゃらんのお得な10日間】【夕食17：30お約束】ワンランク上の贅沢温泉湯豆腐と佐賀牛若楠豚しゃぶしゃぶ,120,yes,room_open_air_bath;room_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture,,温泉;露天;美肌;すべすべ,객실 노천탕 맥락 언급; 객실 내탕/내풍呂 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
106,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15090281,ja,2026/2/13,2026年2月宿泊,4,4,3,別料金でしたが、お風呂が良かった,和室 【地元応援！】和多屋×選べる地元商店街飲食店で嬉野の魅力満喫プラン,84,no,unclear,booking_confusion,operation_recheck,,주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
107,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15089733,ja,2026/2/13,2026年2月宿泊,3,3,3,料理はとても美味しかったです。,和室 【月2回限定★お得に滞在可能】きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,96,yes,public_bath,public_bath_hot_spring;booking_confusion,operation_recheck,,대욕장/공용탕/사우나 맥락 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
108,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15087537,ja,2026/2/12,2026年2月宿泊,3,2,3,残念でした,和室 【夕食17：30お約束】ワンランク上の贅沢/蕩ける旨味に舌鼓！特選佐賀牛＆厳選若楠豚のグルメ焼肉プラン,292,yes,open_air_public_bath;public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,operation_recheck,温泉;露天;露天風呂,공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,negative,low_rating_negative_body,high,issue_caution_calibration_needed
109,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15084400,ja,2026/2/11,2026年2月宿泊,5,4,5,時間が足りないくらい見所があった,和洋室 【夕食19：30お約束】ワンランク上の贅沢/人気No.1！温泉湯豆腐と特選佐賀牛・若楠豚しゃぶしゃぶプラン,128,yes,facility_wide,water_texture;booking_confusion,operation_recheck;aging_or_access,温泉,"우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,aging_or_access",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
110,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15083171,ja,2026/2/10,2026年2月宿泊,5,5,5,とても満足でした！,和室 【じゃらんのお得な10日間】夕食17：30お約束/ワンランク上の贅沢～きたの茶園×瀬頭酒造×利休コラボ懐石,76,yes,facility_wide,water_texture;booking_confusion,operation_recheck;aging_or_access;cleanliness,温泉,"우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,aging_or_access,cleanliness",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
111,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15083042,ja,2026/2/10,2026年2月宿泊,5,5,4,温泉を満喫,和室 【夕食19：30お約束】ワンランク上の贅沢/想～和敬静寂～きたの茶園×瀬頭酒造×利休コラボ懐石個室食,250,yes,open_air_public_bath;public_bath;facility_wide,public_bath_hot_spring;water_texture,,温泉;露天;露天風呂;大浴場;広い,공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
112,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15078841,ja,2026/2/9,2026年2月宿泊,4,5,4,当日予約でも丁寧な対応でありがとう,和室 【1泊朝食付】和洋ビュッフェでモーニング！グループやお子様連れのファミリーにおすすめ！,204,yes,facility_wide,water_texture;booking_confusion,operation_recheck,温泉,우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
113,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15072177,ja,2026/2/5,2026年2月宿泊,4,4,4,とても素晴らしい,ツイン 【じゃらんスペシャルウィーク】夕食19：30限定ワンランク上の贅沢/きたの茶園×瀬頭酒造×利休コラボ懐石,395,yes,public_bath,public_bath_hot_spring;booking_confusion,operation_recheck,古い,대욕장/공용탕/사우나 맥락 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
114,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15069252,ja,2026/2/3,2026年1月宿泊,4,4,4,1人でのんびり出来る宿,ツイン 佐賀のお豆腐文化を全国へ！名店「佐嘉平川屋」昼食付1泊3食プラン,150,yes,room_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture,,温泉;大浴場,객실 내탕/내풍呂 맥락 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
115,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15068253,ja,2026/2/3,2026年2月宿泊,4,5,4,久しぶり,和室 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢/人気No.1温泉湯豆腐佐賀牛しゃぶしゃぶプラン,199,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,cleanliness,温泉,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: cleanliness,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
116,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15062531,ja,2026/1/31,2025年12月宿泊,4,4,4,趣きのあるいいお宿でした。,和室 【じゃらんのお得な10日間】【夕食19：30お約束】温泉湯豆腐と特選佐賀牛・若楠豚しゃぶしゃぶプラン,75,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,,温泉;大浴場,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
117,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15061970,ja,2026/1/31,2026年1月宿泊,4,4,3,部屋のお風呂はgoo,和室 【ワンランク上の贅沢/想～和敬静寂】きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,176,yes,public_bath,public_bath_hot_spring;water_texture;booking_confusion,operation_recheck,,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
118,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15060583,ja,2026/1/30,2026年1月宿泊,4,4,4,温泉最高,和室 【じゃらんのお得な10日間】【夕食17：30お約束】和敬静寂～きたの茶園×瀬頭酒造×利休コラボ懐石個室食,283,yes,room_open_air_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture,,温泉;露天;露天風呂;大浴場;内湯,객실 노천탕 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
119,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15060434,ja,2026/1/30,2026年1月宿泊,4,5,5,家族旅行、全体的に満足しましたが,和室 【ワンランク上の贅沢】人気No.1！温泉湯豆腐スープで味わう特選佐賀牛＆厳選若楠豚しゃぶしゃぶプラン,489,yes,room_open_air_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,operation_recheck;aging_or_access;cleanliness,温泉;露天;露天風呂;臭い,"객실 노천탕 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,aging_or_access,cleanliness",mixed,body_positive_and_negative,high,issue_caution_calibration_needed
120,Jalan,https://www.jalan.net/yad322946/kuchikomi/4.HTML,latest_4,Jalan_15057636,ja,2026/1/29,2026年1月宿泊,4,5,4,泉質が最高,和室 【ワンランク上の贅沢】人気No.1！温泉湯豆腐スープで味わう特選佐賀牛＆厳選若楠豚しゃぶしゃぶプラン,65,yes,facility_wide,water_texture,,温泉,우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
121,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_15055516,ja,2026/1/28,2026年1月宿泊,5,5,5,のんびりゆったり癒しの宿,和室 【朝夕お部屋食】水明荘/当館最高級のおもてなし数奇屋造りの別邸で過ごす至福のひととき特別懐石プラン,385,yes,room_open_air_bath;room_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,operation_recheck,温泉;露天;露天風呂;大浴場,객실 노천탕 맥락 언급; 객실 내탕/내풍呂 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
122,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_15046780,ja,2026/1/23,2026年1月宿泊,4,5,4,お風呂最高,ツイン 【夕食19：30お約束】ワンランク上の贅沢/想～和敬静寂～きたの茶園×瀬頭酒造×利休コラボ懐石個室食,68,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,cleanliness,温泉;美肌;匂い,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: cleanliness,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
123,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_15042799,ja,2026/1/21,2025年12月宿泊,4,4,4,お夕食が良かった,和室 【夕食19：30お約束でお得に滞在】ワンランク上の贅沢～きたの茶園×瀬頭酒造×利休コラボ懐石,85,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,,温泉;トロトロ,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
124,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_15042035,ja,2026/1/20,2026年1月宿泊,2,3,3,愛煙家,和洋室 【夕食17：30お約束】ワンランク上の贅沢/想～和敬静寂～きたの茶園×瀬頭酒造×利休コラボ懐石個室食,50,yes,facility_wide,water_texture,,温泉,우레시노 물성/미인탕/원천 신호 언급,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
125,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_15039933,ja,2026/1/19,2026年1月宿泊,4,2,3,ロビーの開放感とスタッフの笑顔、挨拶が気持ちよかった,和室 【じゃらんのお得な10日間】【1泊朝食付】和洋ビュッフェでモーニング！グループやファミリーにおすすめ！,84,yes,open_air_public_bath;public_bath,public_bath_hot_spring,,露天;露天風呂;大浴場,공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급,positive,body_positive,high,issue_caution_calibration_needed
126,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_15026324,ja,2026/1/13,2025年12月宿泊,4,4,3,老舗旅館の風格,和室 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢/特選佐賀牛＆厳選若楠豚のグルメ焼肉プラン,156,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
127,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_15025899,ja,2026/1/13,2026年1月宿泊,5,4,3,2万坪で広い,ツイン 【じゃらんのお得な10日間】ワンランク上の贅沢/きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,212,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,aging_or_access,温泉;広い,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
128,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_15022621,ja,2026/1/12,2025年12月宿泊,4,4,4,久し振りの嬉野,和室 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢～きたの茶園×瀬頭酒造×利休コラボ懐石,77,yes,facility_wide,water_texture,,温泉,우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
129,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_15014151,ja,2026/1/8,2025年11月宿泊,5,3,5,10畳に5人楽々宿泊でした,和室 【じゃらんのお得な10日間】和洋ビュッフェでモーニング！グループやファミリーにおすすめ！1泊朝食プラン,843,yes,open_air_public_bath;public_bath;facility_wide,public_bath_hot_spring;water_texture;crowding;booking_confusion,operation_recheck;temperature;crowding,温泉;露天;露天風呂;大浴場,"공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,temperature,crowding",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
130,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_15011984,ja,2026/1/7,2025年11月宿泊,3,3,4,温泉がきもちいい,ツイン 【ワンランク上の贅沢/想～和敬静寂】きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,68,yes,facility_wide,water_texture;booking_confusion,operation_recheck,温泉,우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
