canonical_name_ja,aliases,preliminary_inclusion,lodging_type_guess,onsen_signal_keywords,discovered_sources,official_url,rakuten_url,rakuten_review_count,jalan_url,jalan_review_count,official_room_text,official_bath_text,room_open_air_bath_scope,public_bath_claim,private_bath_claim,jalan_desc,source_checked_at,normalized_key
ゆふいん 笑ねこの宿,ゆふいん 笑ねこの宿,include_onsen_signal,ryokan_or_inn,温泉 | 風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad303424/,96,,,,,,4.5 96件 朝食、風呂、部屋 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 ねこカフェ併設の温泉宿♪ねこ好きさんも、そうでない人も一緒に楽しめるお宿だにゃ♪ 田園風景と由布岳、列車が走るの～んびり癒しのお宿に来てにゃ～♪ 【アクセス】 由布院駅よりお車にて約8分、湯布院ICよりお車にて約10分。 MAP,2026-06-29,笑ねこの宿
ゆふいん 湯平温泉 山荘松屋,ゆふいん 湯平温泉 山荘松屋,include_onsen_signal,ryokan_or_inn,温泉 | 露天 | 風呂 | 由布院,rakuten_area_list | jalan_spot_list,,https://travel.rakuten.co.jp/HOTEL/70905/70905.html,188,https://www.jalan.net/yad327894/,294,,,,,,4.8 294件 夕食、部屋、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 山の中の静かな温泉街。ノスタルジックな雰囲気漂う温泉街に佇む当館。 豊後牛・契約農家のお米と野菜で、お料理が好評。 露天風呂付き・『離れ客室』が大人気♪ 湯平駅からの送迎もOK！要お問い合わせ。 【アクセス】 JR久大本線 由布院駅から車で25分／湯平駅から車で10分（※湯平駅 無料送迎可） MAP,2026-06-29,湯平温泉山荘松屋
ゆふいん 別墅 ＭＵＳＡ,ゆふいん 別墅 ＭＵＳＡ,include_onsen_signal,unknown_lodging,露天 | 貸切 | 風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad306499/,,,,,,,2024年OPEN【ゆふいん花由】の別邸。自然豊かな高台に佇む大人限定の一棟貸切旅館。木々の音や鳥のさえずりが聞こえる静かな場所で、雄大な景色とゆったり浸かれる露天風呂をお楽しみ下さい 【アクセス】 湯布院ICより車で5分。JR由布院駅よりタクシーで７分程度です。 MAP,2026-06-29,別墅musa
ゆふいんの木かげアンシャンテ,ゆふいんの木かげアンシャンテ,needs_manual_review,unknown_lodging,風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad386718/,7,,,,,,5.0 7件 風呂、部屋、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 自然と静けさを大切にした、一棟貸しの別荘スタイル宿。自然を眺め、料理をし、語らい、眠る―。由布院に“住むように滞在する”新しい旅のかたちをご提案。テラスあり（BBQ有料）。長期滞在もご相談OK。 【アクセス】 高速大分道湯布院インターから約10分・JR久大線由布院駅から徒歩約20分車5分 MAP,2026-06-29,の木かげアンシャンテ
ゆふいんバース 里山茶風,ゆふいんバース 里山茶風,include_official_association,unknown_lodging,源泉 | 露天 | 内湯 | 風呂 | 湯布院 | 由布院,official_ryokan_association | jalan_spot_list,https://www.satoyamasafu.com/spa/index.html,,,https://www.jalan.net/yad306578/,83,和1・和洋9（内湯付3・露天付3）,内2・家2（露）,all_or_many_rooms,official_association_claim,official_association_claim,4.3 83件 風呂、接客、朝食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 由布岳を目前に、星空を眺めながら湯布院の自然と風を感じられるお宿 万葉の昔より薬の水として重宝された数少ない源泉の湯、おおいた和牛を始めを四季を感じる料理をこだわりの器とともにお愉しみください 【アクセス】 ＪＲ由布院駅よりタクシーで約５分。湯布院ＩＣ出口正面の信号を右折、県道１１号線を左折後、約２ｋｍ。 MAP,2026-06-29,バース里山茶風
ゆふいんフローラハウス,ゆふいんフローラハウス,include_onsen_signal,unknown_lodging,温泉 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad381518/,,,,,,,由布院駅より車で5分という便利な立地にもかかわらず駅周辺の賑やかさから離れ 360度由布岳が臨める最高のロケーション♪朝ドラ『風のハルカ』の舞台にもなりました♪ 美しい花の温室見学や温泉も楽しみ！ 【アクセス】 ＪＲ久大線湯布院線下車 車で約5分 MAP,2026-06-29,フローラハウス
ゆふいんホテル秀峰館,ゆふいんホテル秀峰館,include_official_association,onsen_hotel_or_resort,露天 | 大浴場 | 風呂 | 由布院,official_ryokan_association | jalan_spot_list,http://www.shuhokan.jp,,,https://www.jalan.net/yad343812/,42,和28・洋12・和洋6（全室風呂付）,内2・露2・サ2・足湯（無料）,all_or_many_rooms,official_association_claim,unknown,4.3 42件 風呂、接客、部屋 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 ４階展望大浴場からは、正面に由布岳が見えます。 盆地を吹き抜ける風を感じながら、解放感あふれる展望大浴場、そして併設の露天風呂・サウナを思う存分お楽しみください。 【アクセス】 由布院駅から徒歩１２分 MAP,2026-06-29,ホテル秀峰館
ゆふいん温泉 コテージ湖畔,ゆふいん温泉 コテージ湖畔,include_onsen_signal,villa_pension_guesthouse,温泉 | 内湯 | 風呂 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad379804/,844,,,,,,4.5 844件 部屋、接客、風呂 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 四季折々の自然を間近に感じながら、観光名所まで徒歩圏内という抜群の立地！幻想的な朝霧漂う金鱗湖も徒歩約1分です。全部屋キッチン付など設備も充実。内湯付きの独立型ログハウスが大人気♪ＢＢＱ持込可 【アクセス】 由布院駅より車で約５分／徒歩約３０分☆金鱗湖ほとり「洋灯舎」下、「天祖神社」横の急坂を下りつきあたり MAP,2026-06-29,温泉コテージ湖畔
ゆふいん温泉 御宿 一禅,ゆふいん温泉 御宿 一禅,include_onsen_signal,ryokan_or_inn,温泉 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad338208/,,,,,,,「由布岳に抱かれた宿で宿ごもりを満喫」をコンセプトに、心づくしのおもてなしでお迎えいたします。お客様のご利用ニーズに合わせたご滞在をお楽しみいただけますようスタッフ一同お待ちいたしております。 【アクセス】 JRゆふいん駅より車で5分。 大分自動車道湯布院ICより車で10分。 MAP,2026-06-29,温泉御宿一禅
ゆふいん花由,ゆふいん花由,include_official_association,unknown_lodging,風呂,official_ryokan_association,http://www.hanayoshi.co.jp/,,,,,和・和洋（全29室・離あり ・風呂付あり）・特1,内2・露2,some_rooms,official_association_claim,unknown,,2026-06-29,花由
ゆふいん月燈庵,ゆふいん月燈庵,include_onsen_signal,ryokan_or_inn,露天 | 風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad320286/,350,,,,,,4.5 350件 夕食、朝食、風呂 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 湯布院中心地から離れ都会の喧騒を忘れさせる宿。約１万坪の自然あふれる敷地に１８棟の露天風呂付き離れ客室を配す贅沢。鮮やかな新緑の中、川のせせらぎ、鳥の声、木々の囁きをＢＧＭに至福のひと時をぜひ 【アクセス】 湯布院ICより車で１５分。由布院駅より車で７分。大分空港より車で６０分。 MAP,2026-06-29,月燈庵
ゆふいん山水館,ゆふいん山水館,include_official_association,unknown_lodging,温泉 | 湯布院 | 由布院,official_ryokan_association | jalan_spot_list,http://www.sansuikan.co.jp/,,,https://www.jalan.net/yad358734/,343,和39・洋39・和洋5,内2・露2・サ2,unknown,official_association_claim,unknown,4.6 343件 夕食、接客、朝食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 ＜豪華な夕食バイキング＞が誕生！ 出来たてが楽しめる「ライブキッチン」に滞在中は「ドリンク飲み放題」♪ 充実したサービスと由布岳を眺める温泉で、リラックスしたひとときをお過ごしください 【アクセス】 JR由布院駅より徒歩約5分。大分自動車道湯布院ICより車で約15分。 MAP,2026-06-29,山水館
ゆふいん宿 清孔苑,ゆふいん宿 清孔苑,include_onsen_signal,ryokan_or_inn,温泉 | 露天 | 貸切 | 大浴場 | 風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad364167/,,,,,,,全10室の宿。天然温泉はとろりとした泉質が自慢の「美肌湯」です。大浴場もあり、貸切湯２か所は宿泊者無料です★和モダンな半露天風呂付離れと本館和室が有ります。離れではお部屋で温泉を愉しめます！ 【アクセス】 湯布院ＩＣより車で８分。由布院駅よりタクシーで５分。 MAP,2026-06-29,宿清孔苑
ゆふいん森のホテル Ｓｈａｎ－Ｊｅｗｅｌ（シャン・ジュエル）,ゆふいん森のホテル Ｓｈａｎ－Ｊｅｗｅｌ（シャン・ジュエル）,include_onsen_signal,onsen_hotel_or_resort,温泉 | 露天 | 貸切 | 風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad368650/,,,,,,,おんせんベーグル付プラン新登場！森の中の小さな隠れ家Shan-Jewel 夕食のご希望は当館公式instaglamにDMで事前にご要望下さい♪ お部屋は特注和モダンベッド＆貸切温泉は泉質Ph8.5の露天風呂です♪ 【アクセス】 大分自動車道 湯布院ICより車で10分／JR由布院駅よりタクシーで5分、徒歩で25分 MAP,2026-06-29,森のホテルshanjewelシャンジュエル
ゆふいん束ノ間,ゆふいん束ノ間 | ゆふいん 束ノ間,include_official_association,unknown_lodging,温泉 | 露天 | 風呂 | 湯布院 | 由布院,official_ryokan_association | jalan_spot_list,https://tsukanoma.club/,,,https://www.jalan.net/yad395408/,,和洋2・和7（各部屋内風呂付）,大露天風呂 男女各1,some_rooms,official_association_claim,unknown,暮らしの中に“温泉のある時間”を心身の為に少しでも取入れて頂く 普段使いの温泉保養集落です。 自然の恩恵を与った広大な土地に建物が点在する集落なので 静かでゆったりとした時間が流れています。 【アクセス】 ◆ＪＲ久大本線 由布院駅よりお車にて５分 ◆大分自動車道湯布院ＩＣから県道２１６号線約６ｋｍ約８分 MAP,2026-06-29,束ノ間
ゆふいん泰葉,ゆふいん泰葉,include_official_association,unknown_lodging,温泉 | 風呂 | 湯布院 | 由布院,official_ryokan_association | jalan_spot_list,http://www.yasuha.co.jp/,,,https://www.jalan.net/yad333257/,554,和18・洋1（離8あり）,内2・露2・家7,unknown,official_association_claim,official_association_claim,4.5 554件 風呂、夕食、清潔感 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 湯布院の町中から離れた閑静な高台にある、トロリとした肌触りの天然温泉“青湯”が自慢の当館。特に女性のお客様から喜ばれております。是非ご体感ください！ 【アクセス】 JR由布院駅より車で5分、徒歩40分。送迎有り（15：00～17：00） MAP,2026-06-29,泰葉
ゆふいん椿,ゆふいん椿,include_official_association,unknown_lodging,貸切 | 風呂,official_ryokan_association,http://yufuin-tsubaki.info/,,,,,和7,貸切風呂あり,unknown,unknown,official_association_claim,,2026-06-29,椿
ゆふいん由布茶寮,ゆふいん由布茶寮 | ゆふいん 由布茶寮,include_official_association,unknown_lodging,温泉 | かけ流し | 露天 | 風呂 | 湯布院 | 由布院,official_ryokan_association | jalan_spot_list,http://www.yufusaryo.net/,,,https://www.jalan.net/yad349790/,,和洋３,各部屋にあり,all_or_many_rooms,unknown,official_association_claim,由布岳を望む、静かで小さなお宿です。部屋付きの半露天風呂では、かけ流しの天然温泉を独り占め。寝室には、シモンズ社製のベッドをご用意しています。別荘感覚でごゆっくりお寛ぎください。 【アクセス】 由布院駅からタクシーで４分。湯布院ＩＣから８分。 MAP,2026-06-29,由布茶寮
ゆふいん旅庵 和山豊,ゆふいん旅庵 和山豊,include_official_association,ryokan_or_inn,露天 | 内湯,official_ryokan_association,http://wazanho.jp/,,,,,離12（和8・和洋4）全室内湯・露天付,露2,all_or_many_rooms,official_association_claim,unknown,,2026-06-29,旅庵和山豊
ゆふ別荘 湯ざくら,ゆふ別荘 湯ざくら,needs_manual_review,ryokan_or_inn,,jalan_spot_list,,,,https://www.jalan.net/yad308156/,,,,,,,,2026-06-29,ゆふ別荘湯ざくら
リゾート湯布院 ～Grandpia Resort YUFUIN～,リゾート湯布院 ～Grandpia Resort YUFUIN～,needs_manual_review,onsen_hotel_or_resort,風呂 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad362714/,43,,,,,,4.3 43件 部屋、清潔感、風呂 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 大型スマートテレビ等の最新の家電を完備！ 過ごしやすさにこだわった広々とした客室が自慢です♪ 金鱗湖にも歩いて行ける立地で観光の拠点に◎ 【アクセス】 金鱗湖から歩いて10分 MAP,2026-06-29,リゾート湯布院grandpiaresortyufuin
レジーナリゾート由布院,レジーナリゾート由布院,needs_manual_review,onsen_hotel_or_resort,湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad389144/,,,,,,,湯ノ坪街道から離れた自然と調和した静寂の高台。ここにあるのは、喧騒から遠く離れた時間と、深呼吸が似合う空気。愛犬と共に、心と体がそっとほどける、そんなひとときをお過ごしください。 【アクセス】 大分自動車道湯布院ICより約10分、由布丘スマートICより約10分 MAP,2026-06-29,レジーナリゾート由布院
ロングライフリゾート 由布院別邸,ロングライフリゾート 由布院別邸,include_official_association,onsen_hotel_or_resort,由布院,official_ryokan_association,https://www.longlife-resort.jp/resort/yufuin/,,,,,洋7,各部屋にあり,all_or_many_rooms,unknown,official_association_claim,,2026-06-29,ロングライフリゾート由布院別邸
榎屋旅館,榎屋旅館 | 由布院温泉 榎屋旅館,include_official_association,ryokan_or_inn,温泉 | 貸切 | 風呂 | 由布院,official_ryokan_association | rakuten_area_list | jalan_spot_list,http://www.yufuin-enokiya.jp,https://travel.rakuten.co.jp/HOTEL/28502/28502.html,233,https://www.jalan.net/yad348760/,19,和12,内2・露2・家1（内）,unknown,official_association_claim,official_association_claim,4.9 19件 夕食、清潔感、部屋 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 大切なワンちゃん・ネコちゃんとのお泊り大歓迎のペット可旅館♪ベッドタイプに生まれ変わった居心地のよい客室と貸切温泉（家族風呂）、コース料理からアラカルトまで楽しめるモダンなダイニングも好評 【アクセス】 ＪＲ由布院駅より徒歩13分。 MAP,2026-06-29,榎屋旅館
奥宿 無相荘,奥宿 無相荘,needs_manual_review,ryokan_or_inn,湯布院,jalan_spot_list,,,,https://www.jalan.net/yad389070/,,,,,,,奥湯布院の大自然の中でゆっくりと時間をお楽しみ下さい。 そう願い、お客様をおもてなしさせていただいております。 無相荘 当主 【アクセス】 由布岳スマートICより車で5分、湯布院駅より車で15分 MAP,2026-06-29,奥宿無相荘
雅 MIYABI,雅 MIYABI,needs_manual_review,unknown_lodging,湯布院,jalan_spot_list,,,,https://www.jalan.net/yad362783/,,,,,,,庭付きで、バーベキューもできる！ 少しでも快適にお休みいただけるよう、全室にSerta製ベッドを導入しております。 【アクセス】 湯布院駅まで車利用で約5分、湯の坪街道まで車利用で6分 MAP,2026-06-29,雅miyabi
亀の井別荘,亀の井別荘,include_official_association,ryokan_or_inn,内湯,official_ryokan_association,http://www.kamenoi-bessou.jp/,,,,,離15（和10・和洋5）・洋6（全室内湯付）,内2・露2,some_rooms,official_association_claim,unknown,,2026-06-29,亀の井別荘
吉祥開運亭 無尽蔵,吉祥開運亭 無尽蔵,include_onsen_signal,ryokan_or_inn,温泉 | 源泉 | 掛け流し | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad373242/,867,,,,,,4.4 867件 夕食、接客、朝食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 ■全4室共、趣きの違う客室で源泉掛け流しの温泉を愉しめる。湯の坪街道沿いに位置するが奥まった隠れ家のような空間。華のあるお料理と希少価値のあるプレミアム焼酎、由布院ワイナリーのワインが自慢。 【アクセス】 JR久大本線由布院駅下車、出口正面の由布観通りを金鱗湖方面へ徒歩15分。湯の坪街道沿い。 MAP,2026-06-29,吉祥開運亭無尽蔵
月洸樹 由布院,月洸樹 由布院,needs_manual_review,unknown_lodging,湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad354286/,5,,,,,,4.8 5件 夕食、清潔感、部屋 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 2023年12月開業 由布院の豊かな自然に包まれる全室130㎡以上のオールスイートヴィラで至福のひとときを・・・ 【アクセス】 ＪＲ久大本線由布院駅よりお車で約５分。大分自動車道湯布院ICよりお車で約10分 MAP,2026-06-29,月洸樹由布院
源泉掛け流しの離れ宿 由布院別邸 風の森,源泉掛け流しの離れ宿 由布院別邸 風の森,include_onsen_signal,ryokan_or_inn,源泉 | 掛け流し | 露天 | 内湯 | 風呂 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad309591/,210,,,,,,4.5 210件 清潔感、風呂、部屋 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 全室離れ、泉質自慢の露天内湯付き客室にて大人の隠れ家を体感。 お食事処は完全個室を確約し地元の旬の食材を吟味・自慢の創作料理を堪能できます。 ～2025年11月「ロイヤルスイート」誕生～ 【アクセス】 JR由布院駅前から県道617号線方面へ徒歩約20分程 由布院ICより車で10分 MAP,2026-06-29,源泉掛け流しの離れ宿由布院別邸風の森
限定１日１３組・全室離れ 大露天も貸し切り おやど 二本の葦束,限定１日１３組・全室離れ 大露天も貸し切り おやど 二本の葦束,include_onsen_signal,unknown_lodging,露天 | 貸切 | 風呂 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad338096/,,,,,,,4500平米の敷地の中に全13棟離れ。四季折々の自然を感じ、大露天風呂など全てが貸切風呂。 コロナウィルス対策：フロントに消毒液の設置、お客様用マスクの用意。※全館禁煙 【アクセス】 JR久大本線 由布院駅下車 駅からお車で7分程でございます。 MAP,2026-06-29,限定1日13組全室離れ大露天も貸し切りおやど二本の葦束
古都の花心,古都の花心,include_onsen_signal,unknown_lodging,温泉 | 貸切 | 風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad310064/,357,,,,,,4.3 357件 風呂、夕食、部屋 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 客室はすべて戸建て離れ。おひとり様から６名一緒に泊まれる部屋があり、朝夕お部屋食プランも充実。お部屋の岩風呂や外湯の貸切風呂で温泉をお楽しみください。湯ノ坪街道まで３分に位置し散策にも便利。 【アクセス】 由布院駅より徒歩10分。湯布院ICから車で6分 MAP,2026-06-29,古都の花心
御宿 たまゆら,御宿 たまゆら,include_onsen_signal,ryokan_or_inn,源泉 | 掛け流し | 露天 | 風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad361918/,406,,,,,,4.8 406件 接客、風呂、部屋 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 湯布院の高台に佇む、全5棟の源泉掛け流し・全室半露天風呂付きの離れ宿。 地元食材を使用した季節の会席料理を朝・夕お部屋食でごゆっくりと… ※連泊のご予約はお断りしております 【アクセス】 JR由布院駅よりお車で約５、６分ほどでございます。 MAP,2026-06-29,たまゆら
御宿 なか屋,御宿 なか屋,include_official_association,ryokan_or_inn,湯布院 | 由布院,official_ryokan_association | jalan_spot_list,http://www.nakaya-yufuin.jp/,,,https://www.jalan.net/yad315731/,440,和7,内2・露2・家1（内）,unknown,official_association_claim,official_association_claim,4.9 440件 夕食、接客、清潔感 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 御宿なか屋の自慢は、全お部屋の窓から湯布院の象徴の豊後富士「由布岳」の姿を目の前にご覧いただけることです。季節により、また時間により表情を変えていく由布岳の雄姿をご堪能ください。 【アクセス】 大分道湯布院ＩＣ下車車で７分。ＪＲ久大本線由布院駅下車、タクシー５分 MAP,2026-06-29,なか屋
御宿 ぬるかわ温泉,御宿 ぬるかわ温泉,include_official_association,ryokan_or_inn,温泉 | 露天 | 貸切 | 風呂 | 湯布院 | 由布院,official_ryokan_association | jalan_spot_list,https://hpdsp.jp/nurukawa/,,,https://www.jalan.net/yad380991/,677,和8（露天風呂付2）,露2・家7（内4・露3）,some_rooms,official_association_claim,official_association_claim,4.4 677件 風呂、部屋、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 金鱗湖からほど近く、賑やかな湯の坪街道に位置する温泉自慢の宿です。檜風呂や石風呂、三和土風呂、5人は入れる大露天風呂など7つの貸切湯が愉しめる。立ち寄りも可能。さて…、温泉三昧といきましょうか。 【アクセス】 JR由布院駅下車徒歩１５分、タクシー５分。湯布院インターから湯布院方面へ約５分。 MAP,2026-06-29,ぬるかわ温泉
御宿 のぎく,御宿 のぎく | 湯布院旅館のぎく,include_official_association,ryokan_or_inn,源泉 | かけ流し | 貸切 | 風呂 | 湯布院 | 由布院,official_ryokan_association | jalan_spot_list,https://nogiku.hp.peraichi.com/,,,https://www.jalan.net/yad302784/,,和4（風呂付・朝食部屋）・ 離3（風呂付・朝食大部屋）,露2・内2・家７,some_rooms,official_association_claim,official_association_claim,【本格貸切サウナ×全室源泉かけ流し100％】川の風を感じる外気浴と「美人の湯」で極上のととのい体験。1日7組限定の清閑な隠れ家で、湯上りアイスや色浴衣をまとい、大切な人と特別なひとときを。 【アクセス】 【車】 湯布院ICより約10分/ 【徒歩】 JR由布院駅より約7～8分 MAP,2026-06-29,のぎく
御宿 一禅,御宿 一禅,include_official_association,ryokan_or_inn,,official_ryokan_association,http://www.oyado-ichizen.com/,,,,,和12・和洋1（離あり）,露2・家1（露）,unknown,official_association_claim,official_association_claim,,2026-06-29,一禅
御宿 田 離宮,御宿 田 離宮,include_official_association,ryokan_or_inn,露天 | 内湯 | 風呂 | 由布院,official_ryokan_association | jalan_spot_list,https://www.yufuin-den-rikyu.com/,,,https://www.jalan.net/yad367427/,127,離7,全室内湯・露天付,all_or_many_rooms,unknown,unknown,5.0 127件 風呂、夕食、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 □ 2019.4.26 開業 □ 秀麗な由布岳を見上げる位置にあり、冬場は朝霧に包まれます。 四季折々の旬の旨味を閉じ込めた日本料理。 全室露天風呂・内湯付き、離れのお部屋で寛ぎのひと時を…＜Wi-Fi有＞ 【アクセス】 JR久大本線・由布院駅から、お車（タクシー）で5分程でございます。 MAP,2026-06-29,田離宮
御宿 八遇來,御宿 八遇來 | 由布院温泉 御宿 八遇來,include_official_association,ryokan_or_inn,露天 | 風呂,official_ryokan_association | rakuten_area_list,http://onjukuyagura.com/,https://travel.rakuten.co.jp/HOTEL/44895/44895.html,139,,,和9・和洋1（全室露天風呂付）,内2・露2,all_or_many_rooms,official_association_claim,unknown,,2026-06-29,八遇來
御宿 由府両築,御宿 由府両築,include_official_association,ryokan_or_inn,露天 | 風呂,official_ryokan_association,https://hpdsp.jp/yufuin-ryoutiku/,,,,,和5・和洋1・離1（檜風呂付）・ 特室1（露天付）,内2・露2,all_or_many_rooms,official_association_claim,unknown,,2026-06-29,由府両築
高原の別荘 いろはにほへ陶,高原の別荘 いろはにほへ陶,needs_manual_review,ryokan_or_inn,湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad314021/,,,,,,,湯布院塚原高原に有る『1日3棟限定』の貸し別荘です♪♪ 360度パノラマの大草原で日常を忘れてゆったりした時の流れを感じてみませんか？？ ☆BBQ設備完備☆屋根付きテラスでお楽しみください♪ 【アクセス】 ＪＲ由布院駅よりタクシーで約20分。大分自動車道湯布院ＩＣよりお車で約20分 MAP,2026-06-29,高原の別荘いろはにほへ陶
山のホテル 夢想園,山のホテル 夢想園 | 由布院温泉 山のホテル 夢想園 | 山のホテル夢想園,include_official_association,onsen_hotel_or_resort,露天 | 風呂 | 湯布院 | 由布院,official_ryokan_association | rakuten_area_list | jalan_spot_list,http://www.musouen.co.jp/,https://travel.rakuten.co.jp/HOTEL/44815/44815.html,173,https://www.jalan.net/yad386852/,"1,205",和12・和洋2,内2・露3・家4（内2・露2）,unknown,official_association_claim,official_association_claim,"4.6 1,205件 風呂、夕食、朝食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 由布院盆地の中心から少し離れた高台に位置し、男女それぞれの大露天風呂からは、由布岳、由布院盆地を眺望できる。夕食は、地採れの野菜や近海の魚、和牛を用いた季節感のある和会席料理。 【アクセス】 ＪＲ由布院駅よりタクシーで約５分。湯布院ＩＣ出口正面の信号を右折、県道１１号線を左折後、約２ｋｍ。 MAP",2026-06-29,山のホテル夢想園
山紫御泊処 はなの舞,山紫御泊処 はなの舞,include_official_association,unknown_lodging,露天 | 風呂 | 由布院,official_ryokan_association | jalan_spot_list,http://www.hananomai.net/,,,https://www.jalan.net/yad324410/,,和6（風呂付2）・ 離2（和・露天付2）,内2・家1（露）,all_or_many_rooms,official_association_claim,official_association_claim,由布院の中心部、湯の坪通りにほど近い静かなたたずまいの小さなお宿。由布院の四季を感じさせてくれる自然溢れる滞在型旅館です。 【アクセス】 大分自動車道 由布院ICより車で 10分。 MAP,2026-06-29,山紫御泊処はなの舞
山紫水明の宿 わさく,山紫水明の宿 わさく,include_onsen_signal,ryokan_or_inn,貸切 | 風呂 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad324398/,36,,,,,,4.2 36件 接客、部屋、清潔感 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 一棟貸切の一軒家。 浴槽に鉱石を使用した畳風呂の【もみじ館】とコンパクトな造りが心地よい【櫻館】。 由布院の中心街から少し離れたプライベート空間で、心も体もリラックス♪ 【アクセス】 由布院駅より徒歩15分 車で5分 MAP,2026-06-29,山紫水明の宿わさく
山荘 わらび野,山荘 わらび野,include_official_association,ryokan_or_inn,温泉 | 源泉 | 掛け流し | 風呂 | 湯布院 | 由布院,official_ryokan_association | jalan_spot_list,http://www.warabino.net/,,,https://www.jalan.net/yad389226/,,離13（和洋）,全室風呂付,all_or_many_rooms,unknown,unknown,全源泉掛け流し温泉付。3500坪の敷地に由布院の自然の景観とモダンな7棟13室が呼応するように融け合い、点在。由布院の風景を纏う宿で極上のひと時をお過ごしくださいませ。 【アクセス】 ※JR由布院駅よりタクシーにて約5分 ※湯布院インターより車で3分 MAP,2026-06-29,わらび野
山荘 田名加,山荘 田名加 | 山荘田名加,include_official_association,ryokan_or_inn,露天 | 内湯 | 貸切 | 風呂 | 由布院,official_ryokan_association | jalan_spot_list,http://www.yado-santana.jp/,,,https://www.jalan.net/yad383856/,,和4・洋2,内2・家1（露）,unknown,official_association_claim,official_association_claim,由布岳の見える全６室（２部屋は見えません）のこじんまりした純木造建築の昔懐かしい佇まいを残した宿です。全室トイレを完備し、お風呂は密にならない様に貸切り利用のみです（内湯岩風呂2と露天風呂1） 【アクセス】 JR由布院駅下車徒歩15分。大分自動車道より車で15分。 MAP,2026-06-29,田名加
山荘 無量塔,山荘 無量塔,include_official_association,ryokan_or_inn,風呂,official_ryokan_association,http://www.sansou-murata.com/,,,,,離れ12（洋1・和洋11・全室風呂付）,全室風呂付,all_or_many_rooms,unknown,unknown,,2026-06-29,無量塔
山荘紗羅樹,山荘紗羅樹,include_onsen_signal,ryokan_or_inn,温泉 | 源泉 | かけ流し | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad322004/,,,,,,,自然に囲まれた離れの客室でゆっくりとお過ごし下さい。全室に源泉かけ流しのプライベート温泉浴室をご用意しております。 【アクセス】 湯布院駅より車で8分。湯布院インターより車で６分。 MAP,2026-06-29,紗羅樹
