slug,row_index,platform,rating,onsen_related,signal_tags,issue_tags,signal_direction,rule,confidence
yufuin-tosyoan,1,Jalan,5 5,True,room_bath_hot_spring;water_texture,,positive,rating_positive_signal,medium
yufuin-tosyoan,2,Jalan,5 5,True,room_bath_hot_spring,,positive,rating_positive_signal,medium
yufuin-tosyoan,3,Jalan,4 4,True,room_bath_hot_spring;water_texture,,positive,rating_positive_signal,medium
yufuin-tosyoan,4,Jalan,4 4,True,room_bath_hot_spring;water_texture,,positive,rating_positive_signal,medium
yufuin-tosyoan,5,Jalan,5 5,True,room_bath_hot_spring;water_texture;booking_confusion,booking_confusion,mixed,caution_or_issue_tag,high
yufuin-tosyoan,6,Jalan,4 4,False,water_texture;booking_confusion,booking_confusion,mixed,caution_or_issue_tag,high
yufuin-tosyoan,7,Jalan,5 5,True,water_texture;booking_confusion,booking_confusion,mixed,caution_or_issue_tag,high
yufuin-tosyoan,8,Jalan,5 5,True,water_texture;booking_confusion;operation_caution,booking_confusion;operation_caution,mixed,body_negative_with_context,high
yufuin-tosyoan,9,Jalan,4 4,False,water_texture,,positive,rating_positive_signal,medium
yufuin-tosyoan,10,Jalan,4 4,True,water_texture;booking_confusion,booking_confusion,mixed,caution_or_issue_tag,high
yufuin-tosyoan,11,Jalan,5 5,True,water_texture;booking_confusion,booking_confusion,mixed,caution_or_issue_tag,high
yufuin-tosyoan,12,Jalan,5 5,True,room_bath_hot_spring;water_texture,,positive,rating_positive_signal,medium
yufuin-tosyoan,13,Jalan,4 4,True,room_bath_hot_spring,,positive,rating_positive_signal,medium
yufuin-tosyoan,14,Jalan,4 4,True,room_bath_hot_spring;water_texture,,positive,rating_positive_signal,medium
yufuin-tosyoan,15,Jalan,5 5,True,water_texture,,positive,rating_positive_signal,medium
yufuin-tosyoan,16,Jalan,5 5,True,room_bath_hot_spring;water_texture;booking_confusion,booking_confusion,mixed,caution_or_issue_tag,high
yufuin-tosyoan,17,Jalan,4 4,True,water_texture;operation_caution,operation_caution,mixed,body_negative_with_context,high
yufuin-tosyoan,18,Jalan,5 5,True,water_texture;booking_confusion,booking_confusion,mixed,caution_or_issue_tag,high
yufuin-tosyoan,19,Jalan,5 5,True,water_texture,,positive,rating_positive_signal,medium
yufuin-tosyoan,20,Jalan,5 5,True,water_texture;booking_confusion,booking_confusion,mixed,caution_or_issue_tag,high
