slug,region_group,display_name_ko,level,direct,onsen_related,platform_count,item_count,source_family,recommended_status,severity,issue_count,issue_codes,next_action,accommodation_source_file,verdict_source_file
beppu-nagomitsuki,kyushu,나고미츠키,full,414,414,3,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
beppu-rex-hotel,kyushu,렉스 호텔 벳푸,full,586,411,3,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
beppu-suginoi-hotel,kyushu,스기노이 호텔,full,381,270,3,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
beppu-terrace-midoubaru,kyushu,세키야 리조트 테라스 미도바루,full,363,350,4,3,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
beppu-utsuwa,kyushu,니혼 료칸 우츠와 벳푸 간나와,full,356,356,3,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
beppu-yunosato-hayama,kyushu,유노사토 하야마,full,575,557,3,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
beppu-yutorelo,kyushu,유토리로 벳푸,full,423,414,3,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
ibusuki-ginsyo,kyushu,이부스키 긴쇼,full,497,454,4,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
ibusuki-hakusuikan,kyushu,이부스키 하쿠스이칸,full,2451,1799,8,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
ibusuki-yurian,kyushu,이부스키 유리안,full,606,518,8,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
kirishima-lavista,kyushu,라비스타 기리시마 힐즈,full,518,372,8,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
kurokawa-okunoyu,kyushu,료칸 오쿠노유,full,347,269,8,4,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
kurokawa-sanga,kyushu,료칸 산가,full,339,310,6,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
kurokawa-takefue,kyushu,타케후에,full,524,373,6,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
kurokawa-yamamizuki,kyushu,야마미즈키,full,361,342,5,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
takeo-koyokaku,kyushu,다케오온천 가이세키야도 오기야,full,330,255,5,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
takeo-mifuneyama-rakuen,kyushu,미후네야마 라쿠엔 호텔,full,345,267,3,3,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
unzen-azumaen,kyushu,운젠 아즈마엔,full,398,280,4,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
unzen-fukudaya,kyushu,운젠 후쿠다야,full,530,435,8,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
unzen-hanzuiryo,kyushu,운젠 한즈이료,lite,154,105,7,0,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
unzen-kyushu-hotel,kyushu,운젠 규슈 호텔,full,1531,1046,4,4,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
unzen-miyazaki-ryokan,kyushu,운젠 미야자키 료칸,full,333,217,9,3,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
ureshino-shiibasanso,kyushu,우레시노 온천 시이바산소,full,319,297,4,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
ureshino-taishoya,kyushu,우레시노 온천 다이쇼야,full,369,328,4,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
ureshino-wataya-besso,kyushu,우레시노 온천 와타야벳소,full,316,275,4,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
yufuin-baien,kyushu,유후인 바이엔 가든 리조트,full,458,411,3,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/yufuin_tier1_ready_after_reqa_2026-07-06.csv,research/onsen-review-signals/yufuin_tier1_ready_after_reqa_2026-07-06.csv
yufuin-enokiya,kyushu,유후인 에노키야 료칸,full,414,276,4,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
yufuin-enowa,kyushu,에노와 유후인,lite,42,32,8,0,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
yufuin-gorinka,kyushu,오야도 고린카,full,504,503,6,3,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
yufuin-hanamura,kyushu,유후인 카호리노사토 하나무라,full,1257,895,3,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/yufuin_tier1_ready_after_reqa_2026-07-06.csv,research/onsen-review-signals/yufuin_tier1_ready_after_reqa_2026-07-06.csv
yufuin-konjakuan,kyushu,벳소 콘자쿠안,full,867,812,5,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
yufuin-kounokura,kyushu,하타고 코노쿠라,full,301,233,5,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
yufuin-musouen,kyushu,야마노호텔 무소엔,full,1391,1362,3,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
yufuin-nakaya,kyushu,오야도 나카야,full,454,375,5,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
yufuin-nihon-no-ashitaba,kyushu,오야도 니혼노 아시타바,full,329,304,6,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
yufuin-oyado-kaikatei,kyushu,오야도 카이카테이,full,428,415,3,4,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
yufuin-poppoan,kyushu,유후인 팝포안,full,889,740,3,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/yufuin_tier1_ready_after_reqa_2026-07-06.csv,research/onsen-review-signals/yufuin_tier1_ready_after_reqa_2026-07-06.csv
yufuin-reimei,kyushu,히스이노야도 레이메이,full,485,465,5,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
yufuin-ryoutiku,kyushu,유후 료치쿠,full,1636,1022,3,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/yufuin_tier1_ready_after_reqa_2026-07-06.csv,research/onsen-review-signals/yufuin_tier1_ready_after_reqa_2026-07-06.csv
yufuin-ryu-no-hige,kyushu,쿠사야네노야도 류노히게・벳테이 유무타,lite,979,861,3,0,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/yufuin_tier1_ready_after_reqa_2026-07-06.csv,research/onsen-review-signals/yufuin_tier1_ready_after_reqa_2026-07-06.csv
yufuin-sakuratei,kyushu,오야도 사쿠라테이,full,619,616,5,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
yufuin-sanso-waremokou,kyushu,유후인 산소 와레모코우,full,587,574,6,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
yufuin-shuhokan,kyushu,유후인 호텔 슈호칸,full,329,233,4,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
yufuin-tosyoan,kyushu,유후인 토쇼안,full,413,284,4,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
yufuin-ubl-hotel,kyushu,유후인 유벨 호텔,full,326,287,3,4,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/yufuin_tier1_ready_after_reqa_2026-07-06.csv,research/onsen-review-signals/yufuin_tier1_ready_after_reqa_2026-07-06.csv
yufuin-warabino,kyushu,산소 와라비노,full,315,300,4,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
yufuin-wazanho,kyushu,유후인 료안 와잔호,full,313,269,3,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
yufuin-yasuha,kyushu,유후인 야스하,full,576,552,5,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
yunohira-gyounso,kyushu,유노히라 교운소,full,560,467,5,5,regional_pipeline_kyushu,keep_as_is,none,0,none,현재 파이프라인 기준을 통과합니다. 다음 전면 재생성 전까지 유지합니다.,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv,research/onsen-review-signals/kyushu_deep_research_qa_matrix_2026-07-08.csv
