sample_id,platform,review_date,rating,source_url,language,author_hash,lodging_context,onsen_related,bath_area_tags,signal_tags,caution_tags,original_keywords,paraphrase_ko,source_access,included_in_lodging_direct_count,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
kounokura-0062,Jalan,2022/8/3,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,d4a4e0b89dcc,一度は泊まりたい美食の宿♪あこがれの温泉露天風呂付客室プラン♪ 和洋室 朝・夕,true,room_open_air_bath,onsen_related;room_bath_hot_spring,,温泉;露天風呂;露天;風呂,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
kounokura-0063,Jalan,2022/3/18,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,f0c393ea682d,【早割21】1500円OFF☆早期予約特典付きプラン！ 和室 朝・夕,true,room_open_air_bath,booking_confusion;onsen_related;room_bath_hot_spring,,温泉;露天風呂;露天;風呂;部屋の露天;お部屋の露天;予約,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0064,Jalan,2021/8/22,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,1268c38a8879,【早割21】1500円OFF☆早期予約特典付きプラン！ 和室 朝・夕,false,unclear,booking_confusion,,予約,송영·위치·예약 동선을 함께 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0065,Jalan,2020/10/22,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,edfa7503d501,一度は泊まりたい美食の宿♪あこがれの温泉露天風呂付客室プラン♪ 和室 朝・夕,true,room_open_air_bath,onsen_related;room_bath_hot_spring,,温泉;露天風呂;露天;風呂;部屋の露天;迎え,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
kounokura-0066,Jalan,2020/10/14,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,3841f11cbfe7,一度は泊まりたい美食の宿♪あこがれの温泉露天風呂付客室プラン♪ 和室 朝・夕,true,room_open_air_bath,onsen_related;room_bath_hot_spring,,温泉;露天風呂;露天;風呂;お風呂;露天付き,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
kounokura-0067,Jalan,2020/2/4,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,403a38af9955,【豊後牛増量】大分が誇るブランド牛をもっと欲張りに 和室 朝・夕,false,unclear,,,,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
kounokura-0068,Jalan,2020/1/27,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,b47e38df21dc,一度は泊まりたい美食の宿♪あこがれの温泉露天風呂付客室プラン♪ 和室 朝・夕,true,room_open_air_bath,onsen_related;room_bath_hot_spring,temperature,温泉;露天風呂;露天;風呂;お風呂;湯;熱い;温度;寒,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,body_negative_with_context,high,issue_caution_calibration_needed
kounokura-0069,Jalan,2019/10/28,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,c3995d5f3dcc,【早割21】1500円OFF☆早期予約特典付きプラン！ 和室 朝・夕,true,room_bath,booking_confusion;onsen_related;room_bath_hot_spring,,温泉;風呂;予約;迎え;場所,송영·위치·예약 동선을 함께 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0070,Jalan,2019/9/29,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,7352f093db12,【早割21】1500円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,true,facility_wide,booking_confusion;onsen_related,temperature,風呂;お風呂;温度;予約,온도·동선·청결 등 운영상 주의 신호가 포함된 후기.,direct_readable,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
kounokura-0071,Jalan,2019/9/17,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,9a12ae48d22d,一度は泊まりたい美食の宿♪あこがれの温泉露天風呂付客室プラン♪ 和室 朝・夕,true,room_open_air_bath,booking_confusion;onsen_related;room_bath_hot_spring,,温泉;露天風呂;露天;風呂,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0072,Jalan,2019/8/13,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,7c1971b10cc9,【早割21】1500円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,true,room_open_air_bath,booking_confusion;onsen_related;room_bath_hot_spring,,露天風呂;露天;風呂;予約,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0073,Jalan,2019/8/12,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,d2f225af0365,一度は泊まりたい美食の宿♪あこがれの温泉露天風呂付客室プラン♪ 和室 朝・夕,true,room_open_air_bath,onsen_related;room_bath_hot_spring;water_texture,,温泉;露天風呂;露天;風呂;トロトロ;肌,객실 노천탕과 온천 수질·피부감 언급이 함께 나타난 후기.,direct_readable,true,positive,body_positive,high,issue_caution_calibration_needed
kounokura-0074,Jalan,2019/8/4,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,01b8d5299596,一度は泊まりたい美食の宿♪あこがれの温泉露天風呂付客室プラン♪ 和洋室 朝・夕,true,room_open_air_bath,onsen_related;room_bath_hot_spring,,温泉;露天風呂;露天;風呂,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
kounokura-0075,Jalan,2019/7/2,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,12f054e37241,【早割21】1500円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,false,unclear,booking_confusion,,予約,송영·위치·예약 동선을 함께 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0076,Jalan,2019/5/15,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,3af40f137358,【早割14】1000円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,false,unclear,booking_confusion,,予約,송영·위치·예약 동선을 함께 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0077,Jalan,2019/4/9,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,dd9d2062fc81,【早割21】1500円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,true,public_bath;room_open_air_bath,booking_confusion;onsen_related;public_bath_hot_spring;room_bath_hot_spring,,温泉;露天風呂;露天;風呂;大浴場;部屋の露天;予約;迎え;電話,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0078,Jalan,2019/2/1,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,9f973b83a599,一度は泊まりたい美食の宿♪あこがれの温泉露天風呂付客室プラン♪ 和洋室 朝・夕,true,room_open_air_bath,onsen_related;room_bath_hot_spring,cleanliness_or_safety;temperature,温泉;露天風呂;露天;風呂;お風呂;温度;迎え;臭,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,body_negative_with_context,high,issue_caution_calibration_needed
kounokura-0079,Jalan,2019/1/29,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,cef234cc8847,【早割21】1500円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,true,room_open_air_bath,booking_confusion;onsen_related;room_bath_hot_spring;water_texture,,温泉;露天風呂;露天;風呂;泉質;トロトロ;予約,객실 노천탕과 온천 수질·피부감 언급이 함께 나타난 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0080,Jalan,2019/1/16,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,4622a30d7755,【早割21】1500円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,true,public_bath;room_open_air_bath,booking_confusion;onsen_related;public_bath_hot_spring;room_bath_hot_spring;weak_onsen_feeling,temperature,露天風呂;露天;風呂;大浴場;源泉;湯;温度;寒;予約;場所,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,negative,negative_signal_tag,high,issue_caution_calibration_needed
kounokura-0081,Jalan,2018/11/11,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,3c361fda51f2,【早割21】1500円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,true,public_bath;room_open_air_bath,booking_confusion;onsen_related;public_bath_hot_spring;room_bath_hot_spring;water_texture,,温泉;露天風呂;露天;風呂;お風呂;大浴場;湯;部屋に露天;予約;迎え,객실 노천탕과 온천 수질·피부감 언급이 함께 나타난 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0082,Jalan,2018/9/3,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,7109b1ee89cc,旬の会席と離れで過ごす一時♪ 和洋室 朝・夕,true,facility_wide,onsen_related,,風呂;お風呂,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
kounokura-0083,Jalan,2018/4/30,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,9759132b844b,【豊後牛増量】大分が誇るブランド牛をもっと欲張りに 和室 朝・夕,true,room_open_air_bath,onsen_related;room_bath_hot_spring,,露天風呂;露天;風呂;部屋の露天;お部屋の露天;迎え,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
kounokura-0084,Jalan,2018/2/24,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,240b3c729873,旬の会席と離れで過ごす一時♪ 和洋室 朝・夕,true,room_open_air_bath,onsen_related;room_bath_hot_spring,temperature,露天風呂;露天;風呂;寒,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,body_negative_with_context,high,issue_caution_calibration_needed
kounokura-0085,Jalan,2018/1/21,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,eadb0fb765d1,【早割21】1500円OFF☆早期予約特典付きプラン！ 和室 朝・夕,true,public_bath,booking_confusion;onsen_related;public_bath_hot_spring,,温泉;大浴場;予約,공용 대욕장 또는 공용탕 경험을 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0086,Jalan,2017/12/7,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,c9a984055d7c,【豊後牛増量】大分が誇るブランド牛をもっと欲張りに 和洋室 朝・夕,true,public_bath,booking_confusion;onsen_related;public_bath_hot_spring,,大浴場;湯,공용 대욕장 또는 공용탕 경험을 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0087,Jalan,2017/11/27,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,8cb93129c42d,【早割21】1500円OFF☆早期予約特典付きプラン！ 和室 朝・夕,true,room_open_air_bath,booking_confusion;onsen_related;room_bath_hot_spring,,露天;湯;客室露天;予約,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0088,Jalan,2017/11/26,,https://www.jalan.net/yad362472/kuchikomi/archive/3.HTML,ja,56f6a5cab34a,旬の会席と離れで過ごす一時♪ 和洋室 朝・夕,true,facility_wide,onsen_related,,風呂;お風呂;湯,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
kounokura-0089,Jalan,2017/11/14,,https://www.jalan.net/yad362472/kuchikomi/archive/3.HTML,ja,9e77383a7d32,【平日限定】一泊朝食付きプラン！ 和室 朝のみ,true,facility_wide,onsen_related,,風呂;お風呂,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
kounokura-0090,Jalan,2017/10/10,,https://www.jalan.net/yad362472/kuchikomi/archive/3.HTML,ja,dcfb89e9c111,【豊後牛増量】大分が誇るブランド牛をもっと欲張りに 和洋室 朝・夕,true,room_bath,onsen_related;room_bath_hot_spring;water_texture,,風呂;湯;肌;部屋風呂,알칼리성 온천의 질감이나 피부감을 언급한 후기.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
kounokura-0091,Jalan,2017/6/30,,https://www.jalan.net/yad362472/kuchikomi/archive/3.HTML,ja,c4ee757cec26,【早割21】1500円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,true,room_open_air_bath,booking_confusion;onsen_related;room_bath_hot_spring;water_texture,,露天風呂;露天;風呂;湯;肌;予約,객실 노천탕과 온천 수질·피부감 언급이 함께 나타난 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0092,Jalan,2016/9/15,,https://www.jalan.net/yad362472/kuchikomi/archive/3.HTML,ja,0a9112c6c948,【平日限定】一泊朝食付きプラン！ 和室 朝のみ,true,room_open_air_bath,onsen_related;room_bath_hot_spring,,露天風呂;露天;風呂,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
kounokura-0093,Jalan,2016/9/8,,https://www.jalan.net/yad362472/kuchikomi/archive/3.HTML,ja,01ad90a9c55d,【早割21】1500円OFF☆早期予約特典付きプラン！ 和室 朝・夕,true,public_bath;room_open_air_bath,booking_confusion;onsen_related;public_bath_hot_spring;room_bath_hot_spring,,露天風呂;露天;風呂;大浴場;客室露天;予約,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0094,Jalan,2016/8/23,,https://www.jalan.net/yad362472/kuchikomi/archive/3.HTML,ja,640305d23dd5,旬の会席と離れで過ごす一時♪ 和洋室 朝・夕,true,facility_wide,booking_confusion;onsen_related,cleanliness_or_safety,温泉;風呂;お風呂;湯;部屋のお風呂;滑,온도·동선·청결 등 운영상 주의 신호가 포함된 후기.,direct_readable,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
kounokura-0095,Jalan,2016/6/5,,https://www.jalan.net/yad362472/kuchikomi/archive/3.HTML,ja,8270c614a660,【早割14】1000円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,true,room_bath,booking_confusion;onsen_related;room_bath_hot_spring,cleanliness_or_safety,露天;風呂;部屋風呂;予約;虫;蚊,온도·동선·청결 등 운영상 주의 신호가 포함된 후기.,direct_readable,true,mixed,body_negative_with_context,high,issue_caution_calibration_needed
kounokura-0096,Jalan,2016/6/4,,https://www.jalan.net/yad362472/kuchikomi/archive/3.HTML,ja,6e4291789319,【早割21】1500円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,true,private_bath;public_bath;room_bath,booking_confusion;crowding;onsen_related;private_bath_experience;public_bath_hot_spring;room_bath_hot_spring,,風呂;大浴場;貸切;部屋風呂;貸切状態;予約,대욕장/공용탕을 조용하거나 거의 전세처럼 이용했다는 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0097,Jalan,2016/3/15,,https://www.jalan.net/yad362472/kuchikomi/archive/3.HTML,ja,5603a3eb91d5,【早割21】1500円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,false,unclear,booking_confusion,,予約,송영·위치·예약 동선을 함께 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0098,Jalan,2016/1/30,,https://www.jalan.net/yad362472/kuchikomi/archive/3.HTML,ja,7157da6bea90,【早割21】1500円OFF☆早期予約特典付きプラン！ 和室 朝・夕,false,unclear,booking_confusion,,予約,송영·위치·예약 동선을 함께 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0099,Jalan,2016/1/26,,https://www.jalan.net/yad362472/kuchikomi/archive/3.HTML,ja,1a033e6a312a,【早割21】1500円OFF☆早期予約特典付きプラン！ 和室 朝・夕,true,room_open_air_bath,booking_confusion;onsen_related;room_bath_hot_spring,,露天風呂;露天;風呂;露天風呂付き;予約,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0100,Jalan,2015/11/25,,https://www.jalan.net/yad362472/kuchikomi/archive/3.HTML,ja,d24088d145ba,【豊後牛増量】大分が誇るブランド牛をもっと欲張りに 和室 朝・夕,true,facility_wide,onsen_related,,風呂;お風呂;湯;迎え,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
kounokura-0101,Jalan,2015/10/6,,https://www.jalan.net/yad362472/kuchikomi/archive/3.HTML,ja,4daf80894e6d,旬の会席と離れで過ごす一時♪ 和洋室 朝・夕,true,room_open_air_bath,onsen_related;room_bath_hot_spring,,露天風呂;露天;風呂;客室露天;場所,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
kounokura-0102,Jalan,2014/9/28,,https://www.jalan.net/yad362472/kuchikomi/archive/3.HTML,ja,7c90fbf9d1a5,【リニューアル記念】一泊朝食付きプラン！ 和室 朝のみ,true,room_bath,onsen_related;room_bath_hot_spring,cleanliness_or_safety,露天;風呂;部屋風呂;虫,온도·동선·청결 등 운영상 주의 신호가 포함된 후기.,direct_readable,true,mixed,body_negative_with_context,high,issue_caution_calibration_needed
kounokura-0103,Jalan,2014/4/14,,https://www.jalan.net/yad362472/kuchikomi/archive/3.HTML,ja,5cf7646a636a,【早割14】1000円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,true,public_bath;room_bath;room_open_air_bath,booking_confusion;onsen_related;public_bath_hot_spring;room_bath_hot_spring,,露天風呂;露天;風呂;お風呂;大浴場;湯;予約,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0104,Jalan,2014/3/31,,https://www.jalan.net/yad362472/kuchikomi/archive/3.HTML,ja,0a7015cba7ec,【リニューアル記念】お部屋限定お得に2000円引き☆ 和室 朝・夕,true,room_open_air_bath,onsen_related;room_bath_hot_spring,cleanliness_or_safety,臭;滑,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,body_negative_with_context,high,issue_caution_calibration_needed
kounokura-0105,Jalan,2013/11/26,,https://www.jalan.net/yad362472/kuchikomi/archive/3.HTML,ja,162a06949096,【リニューアル記念】旬の会席と離れで過ごす一時♪ 和室 朝・夕,true,room_open_air_bath,onsen_related;room_bath_hot_spring,,露天風呂;露天;風呂,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
kounokura-0106,Rakuten Travel,2026-05-17,5,https://travel.rakuten.co.jp/HOTEL/129936/review.html,ja,fc823b0dac61,【ぼたん】露天風呂付き和室離れ14畳,true,room_open_air_bath,booking_confusion;crowding;onsen_related;room_bath_hot_spring;water_texture,temperature,露天風呂;露天;風呂;お風呂;湯;肌;すべすべ;貸し切り;部屋の露天;お部屋の露天,객실 노천탕과 온천 수질·피부감 언급이 함께 나타난 후기.,direct_readable,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
kounokura-0107,Rakuten Travel,2026-03-28,5,https://travel.rakuten.co.jp/HOTEL/129936/review.html,ja,e5f3535189b2,【居待月】露天風呂・サウナ 10畳2間ツイン＋ロフト付き,true,room_bath,onsen_related;room_bath_hot_spring,temperature,温泉;露天風呂;露天;風呂;お風呂;部屋のお風呂;温度,온도·동선·청결 등 운영상 주의 신호가 포함된 후기.,direct_readable,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
kounokura-0108,Rakuten Travel,2026-02-10,5,https://travel.rakuten.co.jp/HOTEL/129936/review.html,ja,66a5628ac4e5,【お部屋おまかせ】露天風呂付き和室20畳,true,room_open_air_bath,booking_confusion;onsen_related;room_bath_hot_spring,,露天風呂;露天;風呂;湯;露天風呂付き;送迎;電話,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0109,Rakuten Travel,2026-03-14,5,https://travel.rakuten.co.jp/HOTEL/129936/review.html,ja,124d05f79670,【もくれん】カップル向け/露天風呂付和洋室離れ18畳ツイン,true,facility_wide,booking_confusion;onsen_related,,温泉;露天風呂;露天;風呂;迎え,송영·위치·예약 동선을 함께 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0110,Rakuten Travel,2026-02-07,3,https://travel.rakuten.co.jp/HOTEL/129936/review.html,ja,12c8afa76cea,【ぼたん】露天風呂付き和室離れ14畳,true,room_open_air_bath,onsen_related;room_bath_hot_spring,temperature,露天風呂;露天;風呂;部屋に露天;露天風呂付き;寒,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,body_negative_with_context,high,issue_caution_calibration_needed
kounokura-0111,Rakuten Travel,2026-01-04,5,https://travel.rakuten.co.jp/HOTEL/129936/review.html,ja,d82898b3b85f,【お部屋おまかせ】露天風呂付き和室20畳,true,room_open_air_bath,booking_confusion;onsen_related;room_bath_hot_spring,,露天風呂;露天;風呂;源泉;掛け流し;露天風呂付き;迎え,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0112,Rakuten Travel,2025-11-02,5,https://travel.rakuten.co.jp/HOTEL/129936/review.html,ja,49b3d3c74944,【もくれん】カップル向け/露天風呂付和洋室離れ18畳ツイン,true,facility_wide,onsen_related,,露天風呂;露天;風呂,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
kounokura-0113,Rakuten Travel,2025-09-30,4,https://travel.rakuten.co.jp/HOTEL/129936/review.html,ja,f0be636055e6,【ぼたん】露天風呂付き和室離れ14畳,true,room_open_air_bath,onsen_related;room_bath_hot_spring,,露天風呂;露天;風呂;露天風呂付き,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
kounokura-0114,Rakuten Travel,2025-09-12,4,https://travel.rakuten.co.jp/HOTEL/129936/review.html,ja,a69197915ff5,【ぼたん】露天風呂付き和室離れ14畳,true,room_open_air_bath,onsen_related;room_bath_hot_spring,,露天風呂;露天;風呂;お風呂;露天風呂付き,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
kounokura-0115,Rakuten Travel,2025-06-23,5,https://travel.rakuten.co.jp/HOTEL/129936/review.html,ja,8aa841e79f7e,【もくれん】カップル向け/露天風呂付和洋室離れ18畳ツイン,true,room_open_air_bath,booking_confusion;onsen_related;room_bath_hot_spring,,露天風呂;露天;風呂;客室露天;送迎;駅から,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0116,Rakuten Travel,2024-04-15,5,https://travel.rakuten.co.jp/HOTEL/129936/review.html,ja,aff35786d13a,【もくれん】カップル向け/露天檜風呂付和洋室離れ18畳ツイン,true,public_bath;room_bath,booking_confusion;onsen_related;public_bath_hot_spring;room_bath_hot_spring,,露天;風呂;お風呂;大浴場;部屋のお風呂;電話,공용 대욕장 또는 공용탕 경험을 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0117,Rakuten Travel,2023-10-19,5,https://travel.rakuten.co.jp/HOTEL/129936/review.html,ja,133d5602f474,【もくれん】カップル向け/露天檜風呂付和洋室離れ18畳ツイン,true,facility_wide,onsen_related,,露天;風呂;お風呂,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
kounokura-0118,Rakuten Travel,2025-06-24,5,https://travel.rakuten.co.jp/HOTEL/129936/review.html,ja,531b7307eb5b,【もくれん】カップル向け/露天風呂付和洋室離れ18畳ツイン,true,facility_wide,onsen_related,,露天風呂;露天;風呂,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
kounokura-0119,Rakuten Travel,2025-06-20,4,https://travel.rakuten.co.jp/HOTEL/129936/review.html,ja,c3c3d4b28b2a,【もくれん】カップル向け/露天風呂付和洋室離れ18畳ツイン,true,facility_wide,onsen_related,,露天風呂;露天;風呂,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
kounokura-0120,Rakuten Travel,2024-12-08,5,https://travel.rakuten.co.jp/HOTEL/129936/review.html,ja,5cd39cb9ded8,【もくれん】カップル向け/露天檜風呂付和洋室離れ18畳ツイン,true,public_bath;room_bath,onsen_related;public_bath_hot_spring;room_bath_hot_spring,,露天;風呂;大浴場;部屋風呂,공용 대욕장 또는 공용탕 경험을 언급한 후기.,direct_readable,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
kounokura-0121,Rakuten Travel,2024-06-06,5,https://travel.rakuten.co.jp/HOTEL/129936/review.html,ja,acabc96520e1,【もくれん】カップル向け/露天檜風呂付和洋室離れ18畳ツイン,true,facility_wide,booking_confusion;onsen_related,,露天;風呂;送迎;駅から,송영·위치·예약 동선을 함께 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0122,Rakuten Travel,2023-04-23,5,https://travel.rakuten.co.jp/HOTEL/129936/review.html,ja,38dd4b770352,【もくれん】カップル向け/露天檜風呂付和洋室離れ18畳ツイン,true,room_bath,onsen_related;room_bath_hot_spring,cleanliness_or_safety,露天;風呂;お風呂;部屋のお風呂;落ち葉,온도·동선·청결 등 운영상 주의 신호가 포함된 후기.,direct_readable,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
kounokura-0123,Rakuten Travel,2023-03-21,5,https://travel.rakuten.co.jp/HOTEL/129936/review.html,ja,c3a947135091,【ふじ】露天岩風呂付き和洋室離れ20畳／ツインベッド,true,public_bath;room_bath;room_open_air_bath,crowding;onsen_related;public_bath_hot_spring;room_bath_hot_spring,temperature,露天風呂;露天;風呂;お風呂;大浴場;湯;貸切;客室露天;内湯;温度,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
